gene,fc_1
ERCC6L2,1.11561562
EIF4BP3,0.810237622
RP11-172F4.2,0.499447098
HABP4,0.782600914
TDRD7,1.436937028
TMOD1,0.979811487
NCBP1,0.740904174
ANP32B,0.405447748
NANS,1.04469279
GALNT12,25.94285223
TGFBR1,1.673592638
SEC61B,1.028325507
STX17,0.717410044
INVS,0.86802627
MSANTD3,0.328516491
RP11-35N6.1,140400504.8
ZNF189,0.929895093
RNF20,0.660016943
SMC2,0.335468713
NIPSNAP3A,0.064114231
NIPSNAP3B,1.478026307
SLC44A1,0.569093556
FSD1L,0.452401879
FKTN,0.244197817
TMEM38B,0.130287463
ZNF462,2.13281632
RAD23B,1.551635805
FAM206A,1.942608846
PALM2,5.676886943
AKAP2,26.07214133
ZNF483,0.509873072
DNAJC25,1.272955874
GNG10,1.610842935
UGCG,4.972391899
HSDL2,0.529790856
KIAA1958,0.704033206
SNX30,0.213787673
SLC31A2,1.043536894
SLC31A1,0.967176576
PRPF4,0.559741848
BSPRY,0.606444746
C9orf43,0.134168354
RGS3,1.17152004
ZNF618,0.897604082
COL27A1,1.392121943
ORM1,0.145651744
ORM2,4.689318415
ATP6V1G1,2.430515765
C9orf91,2.119421537
TRIM32,1.386816581
RP11-27I1.4,0.238762712
PSMD5-AS1,0.716945763
CNTRL,1.673725605
GSN,0.826306282
DAB2IP,0.862768642
MRRF,0.849460725
PTGS1,14.04595669
SKA2P1,5.967836162
RP11-355O1.11,0.805918234
RABGAP1,1.687215246
LHX2,0.080372239
NEK6,1.540679223
MIR181A2HG,2.98E-08
ARPC5L,1.120154121
RABEPK,0.345264177
GAPVD1,1.826906589
PBX3,4.015569204
MVB12B,0.753382438
LMX1B,0.205605711
ZBTB43,0.490436393
ZBTB34,1.089439771
RALGPS1,1.137065971
GARNL3,1.61757348
RP11-356B19.11,3.281662432
SLC2A8,0.677238733
ZNF79,0.952311226
LRSAM1,1.527269052
STXBP1,2.067655455
CDK9,0.926589633
FPGS,0.638765588
RP11-228B15.4,1.398771143
SLC25A25,0.956446205
C9orf16,0.500606423
DNM1,1.20501512
SWI5,0.539256888
COQ4,0.965520275
SLC27A4,1.506840586
URM1,0.887299924
CERCAM,2.372877498
ODF2,1.129276888
GLE1,0.661426676
SPTAN1,1.630766725
SET,0.72068994
PKN3,0.147531508
RP11-545E17.3,0.299485214
TBC1D13,0.909929544
ENDOG,0.492246759
LRRC8A,1.392076915
NUP188,0.732793304
FAM73B,1.452293815
DOLPP1,1.502330242
PPP2R4,0.551717149
C9orf106,0.044016213
RP11-65J3.15,0.029941128
LINC01503,0.11523369
LINC00963,0.574230023
RP11-492E3.51,0.311844738
NTMT1,0.57027299
TOR1B,1.204474987
USP20,1.096893077
GPR107,1.954520459
NCS1,0.344754546
ASS1,0.063983565
FUBP3,1.768078428
EXOSC2,0.617728584
ABL1,1.726913903
LAMC3,1.077185809
AIF1L,0.375011963
NUP214,1.034053601
PRRC2B,1.005703018
POMT1,1.374704313
NTNG2,68.61632041
GTF3C4,1.715844165
C9orf9,0.254971582
EEF1A1P5,0.803693477
GTF3C5,1.056801452
CEL,0.372243324
RPL7A,0.665584924
SURF2,1.680314813
ADAMTS13,0.438782682
CACFD1,0.970836736
LINC00094,0.328843166
WDR5,0.894383258
LL09NC01-139C3.1,0.508224617
RXRA,1.058432671
OLFM1,585.9986094
PPP1R26,1.220305394
MRPS2,0.620196596
RP11-98L5.5,4.945841201
KCNT1,176013041.4
RP11-432J22.2,0.737048084
GPSM1,0.476300564
PMPCA,0.863066178
LINC01573,0.359048274
EGFL7,0.22573543
FAM69B,0.362480029
TMEM141,2.239078783
CCDC183,4.119127895
RABL6,2.262714673
PHPT1,0.909209389
MAMDC4,3.684618024
TRAF2,0.989392589
LCN12,0.403276969
C9orf142,1.075973741
RP11-229P13.22,0.354167794
UAP1L1,1.859295954
MAN1B1,0.857505447
SSNA1,1.311672432
NDOR1,0.700625292
CYSRT1,0.62643533
RNF224,0.923422115
SLC34A3,0.59159896
TUBB4B,2.280888228
NELFB,1.110516729
NOXA1,0.449950021
MRPL41,1.567880104
ARRDC1,1.995479054
EHMT1,1.432561852
CACNA1B,90.99863812
TUBBP5,0.440274496
WASH1,0.6610874
RP11-143M1.3,5.25E-08
LINC01388,5.25E-08
FOXD4,0.078944336
CBWD1,0.202078755
VLDLR-AS1,5.665152078
KIAA0020,0.647006729
RFX3,0.624547141
SPATA6L,3.844743127
CDC37L1-AS1,0.141634243
AK3,0.579407965
INSL6,12.7408828
RP11-140C18.2,6.61E-09
RLN2,0.012681181
RLN1,0.002647117
RP11-12D24.6,0.058350965
PLGRKT,0.064802308
ERMP1,0.177319056
KIAA2026,0.974515861
RANBP6,0.897755212
GLDC,0.116774496
SNRPEP2,0.073523116
RPL4P5,0.557069458
TMEM261,0.280910883
RP11-109M17.2,3.17E-10
MPDZ,2.193818082
NFIB,10.68547959
ZDHHC21,2.2033453
LDHAP4,0.27301125
TTC39B,0.45445825
PSIP1,0.751597224
C9orf92,3.58E-08
HAUS6,0.76146505
PLIN2,16.92471627
RP11-146N23.1,0.635371621
RP11-513M16.7,1.263069227
RPS6,1.094566805
SLC24A2,183.9896167
MLLT3,0.939652384
KLHL9,0.13900202
CDKN2A,0.030218458
CDKN2B,0.583165185
TUSC1,3.829322102
CAAP1,0.668688034
PLAA,0.972236295
C9orf72,0.736326087
SLC4A1APP1,0.746182465
DDX58,0.858493318
TOPORS,0.686670646
NDUFB6,0.41484915
DFFBP1,2.128963551
APTX,0.417151433
TCEA1P4,1.257222446
LAGE3P1,0.243168905
SMU1,0.932711529
B4GALT1,1.349724759
BAG1,0.759456336
AQP3,3.443387946
NOL6,1.108822545
SUGT1P,3.120898576
UBAP2,1.21615555
DCAF12,1.059841388
KIF24,0.634638571
KIAA1161,0.251916425
FAM219A,2.464897643
ENHO,0.128713885
CNTFR,81.60954958
RPP25L,0.449844303
DCTN3,1.117328451
SIGMAR1,0.632103661
RP11-195F19.5,0.381693277
VCP,1.499845626
FANCG,0.328399376
PIGO,0.928491129
STOML2,0.704765197
FAM214B,0.46723967
FAM166B,0.457396594
ARHGEF39,0.316234704
TPM2,0.224006748
TLN1,1.667983811
GBA2,1.194591357
MSMP,1
SPAG8,0.064856931
HINT2,0.283358802
FAM221B,0.017237988
YBX1P10,0.471678775
GNE,1118.177734
RNF38,1.183899905
PAX5,859.1134119
ZBTB5,1.839209893
FBXO10,0.816344238
TOMM5,0.893825251
RAB1C,2.804455181
EXOSC3,0.787520085
SLC25A51,0.675461912
SHB,1.993063411
IGFBPL1,16.08188231
CYP4F33P,0.699678721
RP11-392E22.10,2.813107711
ANKRD18A,1.011299003
SNX18P3,1.248159505
ZNF658B,0.209142036
GLIDR,1.165045332
RP11-204M4.2,0.200317265
CBWD7,0.399313502
RP11-4L24.4,0.247458473
RP11-262H14.5,0.485582582
RP11-262H14.3,0.017514763
ADGRF5P1,0.167911955
RP11-764K9.4,0.00612038
BX255923.2,1.40E-09
RP11-15J10.1,0.990842512
FAM27E3,0.933116742
FAM27B,1.067634314
APBA1,2.444812395
PTAR1,0.678804862
SMC5-AS1,0.175153317
KLF9,0.103417382
TMEM2,2.353106898
ABHD17B,0.636891558
HSPB1P1,8.50E-09
ZFAND5,0.956794724
ALDH1A1,3236.858779
C9orf40,0.044905805
C9orf41,0.358042391
NMRK1,0.122082528
RFK,0.454418219
PRUNE2,0.494232305
GNA14,4.711631775
GNAQ,5.84344003
TLE1,0.456358902
RASEF,0.519569099
FRMD3,1.430955438
UBQLN1,0.95834908
GKAP1,0.293871768
KIF27,0.228553994
C9orf64,1.212423
HNRNPK,0.736287315
AGTPBP1,0.389092835
GOLM1,1.356344289
ISCA1,0.536968886
ZCCHC6,1.568737008
CDK20,0.569770363
SEMA4D,0.820079736
DIRAS2,129.4163338
AUH,0.421321457
NFIL3,0.799500627
SPTLC1,0.527935108
IARS,0.563588366
NOL8,0.307605094
IPPK,1.436107094
BICD2,1.033303981
RP11-526D8.11,0.785676098
ZNF484,0.549600925
NINJ1,0.170567608
RP11-165J3.6,2.777549171
FAM120AOS,1.571975698
BARX1,3.012284181
FBP1,224.3146334
FANCC,0.525360045
RP11-435O5.2,0.389069725
PTCH1,0.791587978
LINC00476,0.152261826
SLC35D2,0.406433932
ZNF367,0.104723178
CDC14B,0.411502993
AAED1,0.712218177
ZNF510,0.53017511
ZNF782,0.580010977
HIATL2,0.939029021
CTSV,0.019258237
RP11-498P14.3,1.322777955
RP11-498P14.5,0.282203935
TSTD2,0.634985215
XPA,0.628406164
C9orf156,0.465913434
TRIM14,2.664356579
CORO2A,4.050966118
TBC1D2,0.313810759
GABBR2,236.8849185
ANKS6,1.360152167
ALG2,0.864652678
STX17-AS1,0.313102507
ERP44,1.499195402
TEX10,0.4932042
MRPL50,0.587921464
GRIN3A,1.21229178
KLF4,15.45286977
IKBKAP,3.104527239
CTNNAL1,1.441118175
TMEM245,1.492586874
FRRS1L,88732436.2
EPB41L4B,1.357280266
PTPN3,6.00212383
C9orf152,10.59680881
TXN,1.423697541
LPAR1,89159445.03
KIAA0368,2.27445616
PTGR1,2.949903837
SUSD1,131.5910818
PTBP3,1.25312044
INIP,0.996481088
ZNF883,0.136740836
ZFP37,0.645703871
FKBP15,1.101670215
CDC26,0.991550157
WDR31,0.313615078
HDHD3,0.457883917
ALAD,0.688468769
POLE3,0.444622598
KIF12,6.176619059
AKNA,0.975065909
DFNB31,0.087049407
TNFSF15,0.510972781
TNC,1.726560617
RP11-284G10.1,1.56E-08
ASTN2,6.086843404
RP11-388N2.1,2.37E-07
TPT1P9,1.985456166
BRINP1,482.9088183
CDK5RAP2,1.303135384
MEGF9,1.073010296
FBXW2,1.557121237
PSMD5,1.271812793
PHF19,2.968460846
TRAF1,188.032183
C5,4.709600489
RAB14,2.514314798
RP11-244O19.1,7.057211855
TTLL11,2.267569852
NDUFA8,0.7790778
RBM18,1.34205877
PDCL,0.71482295
RC3H2,0.954297866
ZBTB6,1.070953482
ZBTB26,1.480616875
MIR600HG,0.565183632
STRBP,0.53460732
DENND1A,0.897846212
PSMB7,0.986986637
NR6A1,0.292954302
RPL35,0.866863807
GOLGA1,0.61604452
SCAI,2.069428171
PPP6C,1.12904095
HSPA5,2.337810727
MAPKAP1,1.059522683
RPL12,0.958444343
FAM129B,1.039243959
PTRH1,0.38994758
TOR2A,2.00278649
ENG,2815354629
AK1,0.425935258
ST6GALNAC6,0.178127709
ST6GALNAC4,0.090392692
DPM2,1.111257287
FAM102A,0.73128091
NAIF1,0.573071278
SLC25A25-AS1,3.315820181
PTGES2,0.550827625
CIZ1,1.189353657
GOLGA2,2.616920358
TRUB2,0.491681
WDR34,0.342121089
HMGA1P4,0.026761128
ZDHHC12,0.444109303
ZER1,1.124005061
C9orf114,0.807197418
CCBL1,0.508728943
DOLK,0.965559887
SH3GLB2,0.762195245
CRAT,0.427364772
IER5L,0.064843283
ASB6,0.948721115
PTGES,44.61405543
TOR1A,1.329948681
C9orf78,1.272546444
FNBP1,1.235778489
FIBCD1,8.476862886
FAM78A,0.111466266
RP11-334J6.6,2.378740517
UCK1,0.761566431
RAPGEF1,0.97012123
MED27,1.068455859
SETX,1.148133792
TTF1,0.811833847
DDX31,1.409191359
AK8,0.125906746
TSC1,1.132782491
RALGDS,1.008646789
SURF6,0.514716856
MED22,1.159216708
SURF1,0.601099109
SURF4,2.397860866
REXO4,1.099787227
SLC2A6,0.602507561
VAV2,4.758413219
BRD3,1.723002934
PPP1R26-AS1,0.724403768
C9orf116,0.208893227
CAMSAP1,1.093887815
UBAC1,0.638010085
NACC2,1.309953646
C9orf69,0.950087237
LHX3,62001683.34
QSOX2,1.441340094
DNLZ,0.721166225
SNAPC4,0.571620221
SDCCAG3,0.805711327
INPP5E,1.107301227
SEC16A,3.812822812
NOTCH1,0.20162583
AGPAT2,0.354363165
SNHG7,2.876301707
CCDC183-AS1,3.778549314
EDF1,0.714763227
FBXW5,1.818659351
ABCA2,0.998090908
NPDC1,6.472065398
ENTPD2,2.728351959
SAPCD2,3.688062967
MAN1B1-AS1,0.180396429
DPP7,0.823517189
LRRC26,4.437530816
TMEM210,1.958737952
ANAPC2,0.873681654
TPRN,2.364915767
TMEM203,0.891322346
RNF208,0.80479636
FAM166A,0.291449671
C9orf173-AS1,0.080491726
NRARP,1.458451262
EXD3,0.945563758
NSMF,0.684517362
PNPLA7,2.534523956
DPH7,0.789613625
ZMYND19,1.226359172
ARRDC1-AS1,0.724679269
ZMYND11,0.81427591
GTPBP4,0.552551645
WDR37,1.461526664
PFKP,0.58857236
AKR1E2,102994531.2
AKR1C3,23.23740672
NET1,1.476535931
FAM208B,0.433036064
RP11-318E3.9,0.161428328
FBXO18,1.179062317
RBM17,0.885437046
PFKFB3,2.11224484
ATP5C1,0.666240551
TAF3,0.837415856
ECHDC3,0.29345896
PROSER2,0.354797795
DHTKD1,2.065054399
SEC61A2,0.639165938
CDC123,0.578574196
CAMK1D,2.276139643
OPTN,0.483571256
MCM10,0.13103669
PRPF18,0.858517915
RP11-295P9.3,0.964475349
RP11-353M9.1,24.14929809
HSPA14,0.465278485
SUV39H2,0.784463004
RPP38,0.430697223
PTER,0.30117993
VIM,0.004828978
ST8SIA6-AS1,0.192921537
STAM,0.787409381
ARL5B,0.917654219
PLXDC2,0.002270994
NEBL-AS1,0.067851841
MLLT10,0.939502416
COMMD3,0.300621222
BMI1,0.647240528
MSRB2,0.239333402
YWHAZP3,1.255897463
OTUD1,0.34840655
KIAA1217,1.812350879
THNSL1,0.096339245
GPR158,0.371466748
PDSS1,0.60786928
MASTL,0.339005838
RAB18,0.625126605
WAC,1.267528682
BAMBI,0.450529335
SVIL-AS1,1.741714815
MAP3K8,0.256675069
PARD3-AS1,0.104539106
CREM,0.691522294
CCNY,0.658521375
RP11-162G10.5,0.043553648
ZNF33A,0.674307485
ZNF37A,0.499821083
HSD17B7P2,0.116172934
RP11-291L22.7,0.729133464
RP11-291L22.6,0.691189475
LINC00839,1.04E-09
BMS1,0.627344256
RET,0.654741113
CSGALNACT2,0.725846971
RP11-517P14.2,2.722982993
ZNF487,0.578954999
ZNF485,0.299352235
RASSF4,0.12188854
ZNF22,371.671752
ALOX5,35.16643681
FAM21C,0.92383559
TIMM23,0.657700263
BMS1P1,0.369337139
CTGLF8P,0.43822869
PTPN20,0.17192767
RHEBP2,0.186009055
MAPK8,0.744170068
RP11-123B3.2,1.487858915
TIMM23B,1.495636669
AGAP6,0.896205164
FAM21A,1.092273112
DYNC1I2P1,0.761291152
SGMS1-AS1,0.414777729
ASAH2B,0.805429248
PRKG1,1.476142348
DKK1,1
CISD1,0.360190772
UBE2D1,0.183785973
TFAM,0.581077603
BICC1,853.3480341
LINC00844,4.908048574
PHYHIPL,680.5004866
RP11-131N11.4,0.088642419
CDK1,0.260406187
ARID5B,1.946865972
ADO,0.51751557
NRBF2,0.6867595
JMJD1C-AS1,7.228131229
REEP3,0.531670673
RP11-170M17.1,0.57064062
LRRTM3,0.02528154
SIRT1,0.647164974
HNRNPH3,1.068015693
TET1,0.641922707
COX20P1,0.068554303
CCAR1,0.599070057
STOX1,0.034843298
DDX50,0.487560782
DDX21,0.568562478
KIF1BP,0.692085239
VPS26A,0.640223946
SUPV3L1,0.44933676
HK1,2.334879111
TSPAN15,1.258105881
C10orf35,0.563303302
H2AFY2,0.508404245
CALM2P2,1.224540826
EIF4EBP2,0.689639715
SGPL1,0.875611521
UNC5B,1.663626411
SLC29A3,0.679106658
RP11-327E2.5,0.887905884
CHST3,9.129723975
ANAPC16,1.498621655
DDIT4,0.764288994
MCU,0.37618473
NUDT13,0.46441244
FAM149B1,0.82287578
RP11-152N13.5,0.209221775
RP11-464F9.20,0.0711516
RP11-464F9.22,0.02586236
GLUD1P3,1.223282273
DUSP8P5,1.331627729
SEC24C,2.08891336
FUT11,1.354839555
CHCHD1,0.819195501
ZSWIM8,2.332132968
VCL,0.296974488
ADK,0.244589571
KAT6B,2.465870975
SAMD8,1.032188773
VDAC2,0.649694073
ZNF503-AS2,0.103785606
DLG5-AS1,0.63760249
RPS24,0.712093417
ZMIZ1,0.292261196
PPIF,0.317164962
EIF5AL1,1.22603282
RP11-182L21.6,0.45504781
MBL1P,0.06483506
TMEM254,1.312161761
FAM213A,18.47843748
TSPAN14,2.889377024
GHITM,0.38641636
LINC00858,8.247777537
CCSER2,1.459972936
RPS3AP5,0.700322064
BMPR1A,1.699816188
SNCG,33.92105403
ADIRF,5905.925335
BMS1P3,188737904.5
FAM35A,1.299440665
MINPP1,1.33101202
PAPSS2,60.02978805
PTEN,1.010465584
STAMBPL1,1.495095429
FAS,3.96117186
RP11-149I23.3,71.58736562
IFIT2,0.488279969
IFIT5,0.655242282
KIF20B,0.477102739
RPP30,0.58790474
PCGF5,0.548906592
HECTD2,0.41721281
TNKS2,0.834182422
BTAF1,1.042580901
NHP2P1,0.099705769
Mar-05,1.514618092
KIF11,0.91083852
EXOC6,2.700528543
CEP55,0.5529534
LGI1,366885989.1
SLC35G1,0.578050478
TBC1D12,1.415788464
HELLS,0.208214941
RP11-119K6.6,0.274003713
CYP2C19,9.25E-09
CYP2C9,1.24E-09
CCNJ,21.09655016
ZNF518A,0.70034511
RPL13AP5,0.846876302
LCOR,1.088801443
C10orf12,0.713599614
RP11-175O19.4,0.795929083
FRAT1,1.379836562
PGAM1,0.29666352
ZDHHC16,1.518672571
UBTD1,0.204371041
HOGA1,0.003326147
PI4K2A,0.585567431
MARVELD1,0.562672847
ZFYVE27,0.542766157
R3HCC1L,0.69661783
CNNM1,6.139614722
RP11-441O15.3,0.910003539
ENTPD7,2.784654105
CUTC,0.895134212
SCD,1.474930605
OLMALINC,4.211557811
HIF1AN,0.89477763
FAM178A,1.654369142
SEMA4G,0.084692942
C10orf2,0.871589915
LZTS2,1.455200431
SFXN3,0.204654633
KAZALD1,2.427008207
TLX1,96.31830608
BTRC,2.323530758
DPCD,0.25824515
HPS6,0.444853453
PPRC1,1.019183607
NOLC1,0.988509445
GBF1,1.793202409
NFKB2,0.812794713
FBXL15,0.880981744
RPARP-AS1,0.639251068
TMEM180,1.478721021
RP11-18I14.11,2.631304965
SUFU,1.294424267
TRIM8,0.756233519
SFXN2,0.700127218
WBP1L,0.715985536
PTGES3P4,1
C10orf32,0.906811083
AS3MT,0.464840921
CNNM2,0.461179714
INA,7746.925859
TAF5,0.521111863
PDCD11,0.657906212
NEURL1,10.55497989
RP11-416N2.3,2.992182154
RP11-416N2.4,1110223.962
SLK,0.829841299
SFR1,0.166916371
GSTO1,0.335991377
GSTO2,0.346792169
ADD3,0.172472239
MXI1,0.114937978
DUSP5,0.413929769
SMC3,0.590072139
PDCD4,1.850372145
RP11-348N5.9,1.885805435
RP11-348N5.7,4.63336737
SHOC2,0.433778686
ADRA2A,8.566949499
ACSL5,60.71988222
VTI1A,0.992969774
RP11-57H14.4,1.407000481
TCF7L2,2.161413624
CASP7,1.502771657
PLEKHS1,1.073913922
NHLRC2,2.570264768
ADRB1,16.80769157
TDRD1,76.09448827
VWA2,3.495885691
CTB-1144G6.5,23.69692397
FAM160B1,0.36537546
TRUB1,0.203078782
ATRNL1,1.810033047
FAM45A,0.413639516
BAG3,0.325369077
INPP5F,0.813457975
SEC23IP,0.527007649
WDR11,0.742515595
TACC2,0.541606491
PLEKHA1,0.357406009
HTRA1,0.449411386
RP11-564D11.3,0.027146567
PSTK,0.391802803
ACADSB,0.178852285
BUB3,0.537994652
LHPP,0.222022476
FAM175B,0.84220169
ZRANB1,1.175665961
EDRF1,0.511042419
BCCIP,0.432068485
FANK1,0.152960561
DOCK1,0.693555248
PTPRE,0.098530378
MGMT,0.112824849
RP11-109A6.3,5.58E-09
GLRX3,0.452593351
PPP2R2D,0.923066001
RP11-45A17.2,0.304891642
JAKMIP3,0.52064964
DPYSL4,0.954323012
LRRC27,0.442216038
PWWP2B,0.625636227
C10orf91,6.02E-09
INPP5A,1.159539377
ZNF511,0.670098626
PAOX,0.19612942
MTG1,0.512153114
SCART1,0.024498754
CYP2E1,1.544186219
DIP2C,1.122537714
LARP4B,1.812893766
IDI1,3.112344288
ADARB2,120.3377232
PITRM1,0.81254222
KLF6,1.321406225
ASB13,0.51836884
GDI2,0.667664819
RP11-318E3.4,0.173220928
ANKRD16,0.413607434
SFMBT2,2.443986491
KIN,0.952140942
USP6NL,1.126206927
UPF2,1.080430296
NUDT5,0.700471473
PHYH,0.091131928
SEPHS1,0.54972147
BEND7,0.231918916
FRMD4A,41.59203123
FAM107B,0.31569882
CDNF,0.266690925
RP11-398C13.6,0.364432706
DCLRE1C,0.738672311
ACBD7,0.400578437
NMT2,0.965228772
FAM171A1,0.277002926
FAM188A,0.727057891
RSU1,0.245637231
TRDMT1,1.822596208
RP11-499P20.2,0.430362554
NSUN6,0.474059481
NEBL,1.452897168
DNAJC1,0.643385212
PIP4K2A,0.196684905
ARHGAP21,0.399627523
ABI1,0.644316367
ANKRD26,0.404841351
YME1L1,1.754026226
ACBD5,1.867567099
MKX,6490535.24
ARMC4,1.210593799
MPP7,1.27134054
WAC-AS1,0.814216415
SVIL,0.201409678
RP11-305E6.4,2.238149158
MTPAP,0.925157931
ZNF438,0.312169741
ZEB1-AS1,0.052839507
ARHGAP12,1.527794483
KIF5B,1.075210399
RPS4XP11,0.825475011
PPIAP31,0.931484082
EPC1,0.843933936
C1DP1,0.740775338
ITGB1,0.57023937
NRP1,0.178999194
PARD3,7.567048575
CUL2,0.608785276
RP11-324I22.4,1.177708488
FZD8,6.241400547
NAMPTP1,0.711394484
ZNF248,0.360711765
ZNF25,0.268828063
RP11-313J2.1,0.219600084
RP11-178A10.3,9.08E-09
ZNF37BP,0.380552067
ZNF33B,0.429865316
RP11-351D16.3,0.106165995
HNRNPF,0.826635476
ZNF239,0.184236522
ZNF32,0.217837018
Mar-08,0.653788032
ZFAND4,3.691567021
AGAP4,0.581320822
PARGP1,0.487220502
NCOA4,0.885027569
MSMB,0.627046782
GPRIN2,1.00694623
RHEBP1,0.390514166
GLUD1P7,0.151475497
AGAP9,0.394894961
CH17-360D5.3,7600758.202
CTGLF12P,116.1803144
FRMPD2,0.4672857
ERCC6,0.884648675
PGBD3,0.862081393
OGDHL,1.989129569
PARG,0.924222444
ASAH2,0.413411222
SGMS1,2.050457549
CSTF2T,0.320541176
RP11-319F12.2,0.143499237
ZWINT,0.217177875
IPMK,0.395151067
FAM13C,3.938867759
SLC16A9,0.15737138
CCDC6,0.593592876
ANK3,0.289748767
TMEM26,103336138.2
RTKN2,0.672851086
JMJD1C,0.775377282
MRPL35P2,1
RP11-170M17.2,1.071768256
DNAJC12,0.503672362
HERC4,0.946945419
PBLD,1.151818787
RUFY2,0.917540101
DNA2,0.294395973
SLC25A16,0.983392117
TMEM14D,2.17E-07
AIFM2,3.977692008
TYSND1,0.282144307
SAR1A,1.194437881
PPA1,0.410383361
LRRC20,0.052966921
PCBD1,0.586973882
PSAP,0.520642988
SPOCK2,3.857240273
ASCC1,0.727200774
RP11-442H21.2,1.00854526
DNAJB12,1.348510219
MICU1,0.395264824
NPM1P24,0.982498127
RPL17P50,1.228250117
P4HA1,0.4098652
RP11-152N13.16,0.727043851
ECD,0.935816933
DNAJC9,0.528381936
MRPS16,0.545757735
CFAP70,1.212924964
ANXA7,0.843254073
RP11-345K20.2,0.875183909
PPP3CB,1.701330382
USP54,0.283498819
AGAP5,1.127193267
RP11-574K11.29,1.087579075
BMS1P4,0.86863416
RP11-574K11.24,0.934580383
RP11-574K11.32,0.107856298
ZSWIM8-AS1,0.720811635
NDST2,0.526343651
CAMK2G,0.274635157
AP3M1,1.297167977
COMTD1,0.605000871
ZNF503,1.253933667
RP11-399K21.13,0.190773104
KCNMA1,2.58538124
DLG5,1.115348422
POLR3A,0.799717553
ZMIZ1-AS1,0.044349275
ZCCHC24,0.732540336
SFTPA2,0.79243492
NUTM2B-AS1,0.916815673
RP11-119F19.5,0.332964711
RP11-119F19.4,0.408083464
TMEM254-AS1,0.313995948
ANXA11,1.050442378
EIF5AP4,0.495866802
WAPAL,1.834903709
GLUD1,3.408403823
NUTM2A-AS1,1.611034525
ATAD1,1.708418454
KLLN,0.329827485
ANKRD22,1.678674633
ACTA2,1.572394726
LIPA,0.584378018
PANK1,0.28436182
RP11-80H5.7,0.144737162
ANKRD1,7942365.267
PPP1R3C,90.86071152
TNKS2-AS1,0.826005829
SRP9P1,0.37180596
FGFBP3,0.164090755
CPEB3,1.99451765
IDE,1.350289967
MYOF,16.87021122
FRA10AC1,0.80946215
PIPSL,0.838103483
NOC3L,0.938594105
PDLIM1,0.075127508
SORBS1,1.002248154
ALDH18A1,0.507841313
TCTN3,0.675410163
ENTPD1-AS1,0.186446712
NPM1P25,1.238560842
BLNK,1.343135481
TLL2,4.763306637
TM9SF3,2.730047309
PIK3AP1,0.83249518
SLIT1,4.842440696
ARHGAP19,0.263783422
FRAT2,0.94661448
RRP12,0.447504802
EXOSC1,0.631233863
MMS19,1.244906404
MORN4,0.383082803
AVPI1,0.200835856
PYROXD2,0.189713003
HPS1,0.0009816
HPSE2,9.50E-07
GOT1,1.307742812
SLC25A28,0.99154681
RP11-483F11.7,0.198330854
COX15,1.255236619
DNMBP,0.835640754
ERLIN1,1.681278047
CHUK,1.437927104
CWF19L1,0.661607807
BLOC1S2,1.459203438
SEC31B,1.972833318
NDUFB8,0.88637616
MRPL43,1.080918
RP11-108L7.4,3.966859092
RP11-108L7.15,0.867467973
POLL,0.416109333
FBXW4,0.95114382
NPM3,0.235140396
MGEA5,0.372451947
C10orf76,1.499924561
LDB1,0.326142452
PSD,13.06190879
CUEDC2,0.287655436
C10orf95,1.556258606
ACTR1A,0.736376057
ARL3,0.470209844
NT5C2,0.948223495
PCGF6,0.538144738
USMG5,0.81103663
CALHM2,66.79545383
SH3PXD2A,5.203389519
OBFC1,0.61753347
ITPRIP,0.357652895
CFAP58-AS1,0.079722046
XPNPEP1,0.61255513
SMNDC1,0.54784432
RP11-525A16.4,0.994137475
PDCD4-AS1,0.591731911
BBIP1,0.57608049
GPAM,0.536336211
ZDHHC6,0.724884895
DCLRE1A,0.574816281
CCDC186,1.817653339
ABLIM1,0.620152688
HSPA12A,0.019981124
RP11-539I5.1,2.11499835
SHTN1,0.47780526
RP11-129M16.4,0.45848399
PDZD8,0.858929261
RAB11FIP2,0.627597772
FAM204A,0.698479152
CACUL1,0.774336136
RP11-215A21.2,0.585265177
LDHAP5,1.96E-07
EIF3A,0.497547589
SFXN4,0.262360125
PRDX3,0.411481919
RGS10,0.523301253
TIAL1,0.927962784
MCMBP,0.434525199
RP11-572P18.1,1.170917339
RP11-95I16.6,1
FGFR2,1.627827377
ATE1,1.432124665
NSMCE4A,1.12042468
CUZD1,0.165356107
FAM24B,0.180646942
C10orf88,0.563595615
IKZF5,0.675459752
OAT,1.45390252
FAM53B,1.609792034
METTL10,0.48340723
CTBP2,0.754770421
FLJ37035,0.095511638
RP11-383C5.5,0.792408341
UROS,0.290822582
DHX32,0.340312447
MKI67,1.018945233
TCERG1L,2.713231694
BNIP3,0.533878462
STK32C,0.370959696
RP11-432J24.3,0.043451164
RP13-49I15.6,0.047117659
ADAM8,0.3679845
TUBGCP2,0.548999541
RP11-122K13.12,1.060666687
RP11-122K13.7,6.83E-09
FUOM,1.11E-09
ECHS1,0.411602653
RIC8A,0.63538415
PSMD13,0.674514044
ATHL1,0.17817555
IFITM2,0.004388788
IFITM1,0.016111836
B4GALNT4,0.118804308
PKP3,0.875358842
PTDSS2,0.591827288
RP13-46H24.1,0.041951238
LRRC56,0.293925611
RP11-496I9.1,0.835305909
RASSF7,2.013663167
PHRF1,0.736114873
TMEM80,0.654992581
EPS8L2,2.046527428
TALDO1,0.887252789
