gene,pval_1
TMED4,0.023890373
GTF3C3,0.015235023
PRKCD,0.00461684
KIF4A,0.123817038
C12orf29,0.018605742
ACADM,0.021957036
IFT88,0.003155811
RNF19B,0.012789985
NDE1,0.001693716
RUFY2,0.014368561
SRCIN1,0.093832566
CKMT1A,0.061483349
YOD1,0.099133203
ROCK1,0.001052555
RASAL2,0.051148823
DUSP12,0.028364699
TSEN15,0.070648533
TFEB,0.000990007
CREBRF,0.180576772
BMP2K,0.023278599
THAP10,0.024869598
SUMF2,0.002007227
RNF2,0.010930139
GREB1L,0.052467781
GPR89C,0.00646777
DYNLT1,0.00995096
N4BP2L2,0.033965426
POMK,0.070421949
KIAA1551,0.024547724
AUNIP,0.023335991
KIF18B,0.132914252
STRN4,0.009415248
RAMP1,0.00791188
FAM115A,0.069690604
RIT1,0.000175793
KLHDC10,0.012176915
MND1,0.013793384
FAM222A-AS1,0.214972492
RACGAP1,0.063815641
TTK,0.074426639
ERF,0.046931971
CBX7,0.010959794
NUPL1,0.011030037
HIF1A,0.008254946
AGL,0.040060517
SMAD3,0.134446347
TTLL4,0.021901872
DBF4,0.081240892
RBM8A,0.00378119
CRTC2,0.016753597
SMARCA2,0.047219241
BCL3,0.023027923
SCRIB,0.03366849
WRN,0.016885644
PROSC,0.000679859
DNMT3B,0.015758979
FAM105A,0.257216116
KMT2D,0.132758491
GSTCD,0.005775382
ANKLE2,0.008239924
IPO9,0.054671105
ZDHHC18,0.019694533
SMARCC1,0.05276067
SMG1P1,0.121126614
C4orf33,0.050063606
OSGEPL1,0.02921972
CHEK1,0.061108958
LYRM2,0.000726987
KIF2C,0.033530496
BUB1,0.106868669
TRMT6,0.012792225
ZKSCAN3,0.015735681
DSN1,0.085163278
TRAF6,0.009592421
COG5,0.019863042
LYSMD1,0.047493518
MAPKAPK5,0.009143562
APPL1,0.015158914
GLTSCR2,0.044863475
PROB1,0.061107768
DPYSL5,0.106078104
ZNF852,0.045932004
SKP2,0.091330631
TMEM17,0.171712103
ITGA3,0.063438476
STPG1,0.157053767
BAG1,0.068855818
SDHAP1,0.051399675
HCFC2,0.007937476
STIL,0.03352002
U2SURP,0.044205101
KIAA1524,0.056423312
PFDN5,0.019553427
MRTO4,0.030417475
SPIDR,0.050103904
ZFP1,0.00901196
TXNDC16,0.019991043
ABCB10,0.020124327
PPP2R3C,0.000132424
VPS13B,0.02610864
LLGL2,0.036525495
CCDC18,0.095749794
CEBPZ,0.059080267
TM2D1,0.003436557
NT5C,0.000400288
SASS6,0.073606692
RP11-793H13.3,0.044314206
KLHDC9,0.209017821
HNRNPR,0.032731609
FANCB,0.20658122
VAMP5,0.0431148
CCDC59,0.077397124
CEP170P1,0.043872772
GPBP1L1,0.028772864
NCAPD2,0.059067039
AKIRIN2,0.021993972
ZNF112,0.019561707
CCDC28A,0.054624036
C16orf59,0.070874368
ZNF284,0.250064624
CLDND1,0.004401001
ARF5,0.002206753
ENOX1,0.175461585
AFG3L1P,0.075639086
RBAK,0.013476167
HLA-B,0.219692323
SPATA5,0.07661109
FRK,0.024866525
CWF19L1,0.000745226
C19orf33,0.439665863
MTF2,0.028268362
DEPDC1,0.052314132
CYP4F62P,0.454897167
CCDC126,0.010542078
ARHGEF10L,0.058583789
SH3D21,0.475522727
DPY19L4,0.010472924
RFC3,0.050177724
SNX27,0.05841161
VSTM2L,0.224782343
MYO5B,0.007397629
SETD2,0.013238961
C17orf58,0.013288967
C21orf91,0.007353482
ACACB,0.114450998
MEF2D,0.089107927
BRWD3,0.055834789
SOD2,0.110434065
PPP1R37,0.038894929
MICA,0.287796279
MIB1,0.017542503
RPS27,0.057210271
MTURN,0.043476868
KAT6A,0.002606001
NSUN5P1,0.335049336
FAXDC2,0.180260336
MRPS31P5,0.015979881
UBE2Q1,0.001026412
ARNT,0.001453079
SDHB,0.014360756
LMNB2,0.028964793
ARHGEF11,0.010903846
CDC73,0.007325468
ZMYM5,0.089702356
PLEKHA5,0.062637843
HSPA13,0.096743276
ARL13B,0.007048365
DCTN3,0.002998862
SMYD5,0.013072494
CNKSR1,0.063845216
TMEM161B-AS1,0.175395224
CLSPN,0.207084441
SMARCD1,0.019123154
SMURF2,0.005176329
LRWD1,0.027457194
ARL6IP4,0.020081616
ZNF100,0.021760255
BCAM,0.070613633
PRC1-AS1,0.096963209
ACYP1,0.055049569
RBM12B-AS1,0.489696546
HNRNPA2B1,0.086042241
SNX14,0.018348366
SYBU,0.019721356
ANKRD52,0.051696152
FRMD6,0.106541337
DYNLRB2,0.354751619
FAM149B1,0.085666119
KIAA0040,0.108963706
SNX13,0.019316475
DHX34,0.020034017
KRCC1,0.014262477
GPM6B,0.066834931
F8A1,0.420131439
SWAP70,0.148866988
FBXO30,0.045850391
ULK2,0.002880746
VEZF1,0.007732639
LARP4,0.021937696
EEF2K,0.01314331
Mar-09,0.020351657
SLC18B1,0.02302145
ZC3H7A,0.001862527
GLS2,0.056398729
CDC5L,0.026710499
PHC3,0.000209869
TADA1,0.004773449
MTMR6,0.011866369
VSIG10,0.026158542
ATF7IP,0.054209084
UGP2,0.054780913
TPX2,0.022820543
ETV3,0.018579351
SEMA4C,0.1444009
CPT1B,0.406646086
BRAP,0.01975677
GRIPAP1,0.067147827
EXOSC5,0.025274747
PSMC3IP,0.013244673
LNX2,0.044781404
HMGXB4,0.019198512
RALGAPA1,0.010612416
HSPA4L,0.167312827
RHBDD1,0.118408509
ERLIN1,0.064900694
NUP43,0.010233207
AEBP2,0.007540051
RAD52,0.130754389
LOC100630923,0.024494645
CLPB,0.032235861
PHB2,0.002813593
POLD3,0.04476062
EDEM3,0.043629681
FBXL20,0.006352138
NAA40,0.059255266
COG6,0.007890932
ARPC1A,0.011158594
GATSL1,0.178314276
ZNF623,0.017065081
LACE1,0.013901863
PPTC7,0.015651061
ANKMY2,0.054187337
DSTNP2,0.056365298
MRPL48,0.006390667
AHNAK,0.157681036
PLEKHG2,0.089048737
KATNA1,0.02427937
CCDC9,0.006716356
RMI2,0.122880494
SSH3,0.016079648
TEX30,0.035039936
PTBP2,0.03528397
ARL6,0.002899129
NEDD4,0.004654927
ABCA3,0.02841717
TRAFD1,0.0179754
GTF2IRD1P1,0.016803961
REST,0.008784293
DDX20,0.031075564
GPATCH11,0.040165038
Mar-01,0.111490375
GPHN,0.022784752
TMEM39B,0.06161701
FBXL16,0.026413945
MAP4K5,0.016493646
FHOD3,0.119930329
PPIP5K1,0.089890251
FGD4,0.056280623
PLEKHA8P1,0.162771685
CTSF,0.061934342
TGDS,0.026082644
SMC1A,0.146856218
PCDHB10,0.402868081
STK24,0.017042478
CDKAL1,0.041950544
C5orf34,0.071019185
GTF2H3,0.003265257
EIF2AK2,0.044989521
FANCC,0.044495803
ZNF180,0.02617383
BAZ1B,0.008923786
ZNF670,0.088903742
KLK4,0.041144771
REV3L,0.026342925
POLR2J3,0.044920006
ACAP2,0.007568752
TAF2,0.014132959
PDE6D,0.139757226
TM7SF3,0.017385266
SLC4A11,0.168711003
PLK3,0.015141616
RAD54L2,0.072787326
REEP4,0.018249732
FAM183A,0.285499809
ZBTB16,0.03745155
RAB39B,0.360880018
LSM5,0.014993435
OAS3,0.120822722
ZNF568,0.10607883
DENND1B,0.110514395
UNC119B,0.003751105
THRIL,0.183190977
VPS45,0.021397014
KANSL1-AS1,0.192635583
SKA3,0.113158801
YEATS4,0.007482894
GLUD1,0.000843709
YME1L1,0.001555502
PATL1,0.043905485
CRCP,0.012322482
TAF3,0.103617842
PCSK1N,0.219117891
DBF4B,0.077986745
CDC25B,0.042911933
ZC3H11A,0.007430863
DECR1,0.007971978
TFDP1,0.040001426
SCAMP5,0.001008603
PAFAH1B3,0.091321791
ZNF702P,0.024852167
GPN3,0.077005904
PHACTR2,0.019502783
STAG3L5P-PVRIG2P-PILRB,0.425147017
UHRF1BP1L,0.025373005
NAPEPLD,0.053941815
BLOC1S2,0.001073476
CEP290,0.140562625
RFC5,0.176591769
KANK3,0.044181065
AASS,0.19112703
PHLDB3,0.058385435
POC1B,0.011099139
TGOLN2,0.019540217
MIER1,0.017210544
DESI2,0.004164499
SEMA4A,0.000827064
TMEM51,0.015515067
SUPT16H,0.035579244
FBXO42,0.182546864
KLHL2,0.057676887
PDZD4,0.217516235
TBC1D32,0.029603801
ZNF793,0.003281487
LATS1,0.001835314
LRCH3,0.051060287
ACAD11,0.26251846
BEX4,0.218068596
SLC44A3,0.043696771
SGK223,0.025792704
KLHL24,0.197572326
CROT,0.151644141
NBAS,0.018574994
WEE1,0.063668226
GPX8,0.090844351
CTDSP2,0.051402001
DUT,0.090390944
CCNE2,0.261442041
UACA,0.013116273
FANCA,0.192043184
TULP3,0.081511139
ZFP91,0.0182603
EPB41L4A-AS1,0.348434084
BLOC1S5,0.016007796
PTAR1,0.003353692
NDUFA10,0.00632635
SLC1A1,0.051419672
DRAM2,0.003255651
KRTCAP2,0.005466094
SGMS2,0.029755397
RNF170,0.037695027
TMUB2,0.098674234
TICRR,0.230614575
NUDT21,0.022614419
DDAH1,0.022583699
HIBADH,0.006686137
RAVER2,0.001997202
ZNF740,0.030306661
CAPZA2,0.001020247
MAST1,0.143029861
TRAIP,0.126718659
PPP1R3B,0.077620754
MAT2B,0.014049467
SGOL1,0.054115916
ABCC6,0.340872059
CRELD2,0.330749541
GINS2,0.175039007
MGA,0.017285096
SPEF2,0.195486929
PUS10,0.011396745
GOPC,0.003382236
RP5-1103G7.4,0.029360245
RPS3A,0.023328879
POLA1,0.090879343
DHX57,0.046161788
DOPEY1,0.093213409
HAUS8,0.042891663
RBM22,0.00229768
RAD51-AS1,0.409745992
FIS1,0.001507115
CDC25C,0.051853925
AHCTF1,0.059114939
ZCRB1,0.000620237
MSL3,0.036025583
UBTF,0.003181798
ZBTB17,0.064789801
MSL2,0.039433958
KIAA0101,0.29358607
LARP1B,0.031677788
SLK,0.006471604
NET1,0.1723683
CCNB2,0.010224435
FANCM,0.120508164
LFNG,0.119516689
NBPF1,0.079442047
BTRC,0.014538557
SLC10A7,0.011411556
ZNF41,0.001366831
PROSER1,0.023694516
LMBRD2,0.075006695
SPATA2L,0.101627537
XPO7,0.008094119
IFT80,0.10948225
ANXA2,0.176768928
MAP3K9,0.005706929
VEZT,0.031241182
TWIST1,0.125266519
SART3,0.004089728
WDTC1,0.00325916
RERE,0.145027822
TMEM62,0.018618153
SNX10,0.041092474
BRCA2,0.06126183
ATXN7L3,0.002774101
DUSP1,0.378192093
CCDC91,0.082795404
TRAPPC2,0.004755186
C19orf68,0.008359395
NR2C2,0.065771772
LOC93622,0.18654938
UBE2T,0.26728019
SENP7,0.043763797
ZSCAN9,0.094267559
RBFOX2,0.015280197
KIAA1841,0.027870663
BBX,0.054796182
ZDHHC21,0.079564577
IARS2,0.035101215
GSKIP,0.024551639
C15orf40,0.006913705
SMARCA5-AS1,0.118441604
TDP2,0.000408576
CPE,0.052131289
TAF8,0.008126506
LOC399815,0.069975798
LOC493754,0.008721306
STAG2,0.009045524
SFT2D2,0.148861059
C12orf57,0.014046553
MYPOP,0.083712655
SLC17A5,0.01210639
POLR2A,0.033577229
WBSCR22,0.010813401
ZNF384,0.056859264
FAM98C,0.065603755
DDX51,0.109298094
TYW5,0.000839265
KCNQ2,0.112953681
ZNF37BP,0.159607953
TRIM47,0.134477446
HPS3,0.077418018
ASAH2B,0.082693135
RNF185,0.009151141
EXOC2,0.044634243
YJEFN3,0.434827474
HMGCS1,0.437060339
ZNF428,0.103727093
TMEM160,0.058054908
BLOC1S1,0.022109836
EGFR,0.067082648
IQCH,0.146152306
TOMM40L,0.035842835
PPP1R12C,0.127065364
ARHGEF35,0.008584922
PPFIBP1,0.015939615
FAM72B,0.101120995
KLKP1,0.248117248
GTSE1,0.181721054
SDCCAG8,0.051573153
CDC42,0.009430072
ZFP30,0.011056862
COA1,0.06909036
LOC100288162,0.411930157
ZSCAN30,0.104448765
KIAA2026,0.072601738
TTC32,0.008522334
SH3BP1,0.106240773
TTC13,0.05989814
C1orf112,0.11277785
PRKAA1,0.028384758
PER1,0.087980335
NR1I3,0.063876202
ZNF891,0.011403843
SMEK1,0.003628573
SLC6A6,0.389641618
ZNF688,0.257747133
RAB28,0.017153606
PELI1,0.170854557
ATAD2,0.148612936
MARK4,0.004954109
SCML2,0.104349232
ACTR2,0.050418417
CENPA,0.015044858
STK10,0.018859501
PVR,0.034267996
MEX3A,0.096460013
MMP24,0.009341116
NUPL2,0.004939972
TRIM14,0.00479275
CLHC1,0.026796909
NMD3,0.013531013
NUP153,0.047442943
LINC00674,0.010036613
THOC6,0.012387727
UPP1,0.036034227
ZNF227,0.008248554
DLG1,0.023758761
RAP1B,0.009326693
TUBGCP4,0.02389957
ZNF85,0.043169868
GABPB1,0.003031077
RPAP3,0.040219758
NSUN5P2,0.304362435
KAT2B,0.001221633
GIGYF1,0.278850842
DIEXF,0.010742688
BRPF3,0.022909749
PLEKHM1,0.086189823
MAFIP,0.002205224
CHMP4C,0.041738008
NCAPH,0.301291582
SLC1A5,0.19909851
ZRANB2,0.012311152
FRYL,0.071559069
PNKP,0.286915744
MEGF8,0.070966222
COLEC12,0.395388595
SLC25A28,0.059695595
RBM28,0.042586303
RFWD3,0.083399974
OIP5-AS1,0.014471742
RRP15,0.051004681
GCH1,0.137470196
TMEM19,0.044666751
SREK1IP1,0.009424792
KRR1,0.005409629
HPRT1,0.289564963
SAV1,0.008122031
NCAPG,0.069483605
ZNF398,0.035223956
PRH1-PRR4,0.133577811
C10orf88,0.059310478
ZNF507,0.036935728
SMC3,0.112098284
DCLRE1A,0.019261256
PDGFB,0.012857165
SRGAP2,0.12011408
CEP128,0.067920043
PKN2,0.006353535
DENND5A,0.014865309
PNRC2,0.006012544
ZNF281,0.017628207
SLC36A1,0.048309105
TMEM183A,0.089557384
PDE8A,0.010524863
HIATL2,0.008030972
TEN1-CDK3,0.394808491
CHMP2B,0.01923093
NFXL1,0.003179095
BIRC2,0.049316316
VPS9D1,0.185541795
HNRNPU,0.005116279
ATXN7L1,0.098765555
PEX6,0.023768855
ZBED3,0.209450826
CIC,0.105709807
JPX,0.141970076
FLOT2,0.019778069
GLYCTK,0.201061792
NFAT5,0.079533333
MARK1,0.419674028
ENTPD1,0.025961038
TIGD3,0.08101226
CCDC43,0.009705377
BIN3,0.006749547
EXOC4,0.001453851
ENTPD2,0.151951581
ASAP3,0.16153129
SLC11A2,0.051312808
ATP13A3,0.113930225
ELP4,0.005744397
TTC39A,0.009233092
GTF3C4,0.037021737
PIGA,0.113210944
KLF11,0.104594615
KIF22,0.041457826
ATF7,0.036987984
CENPU,0.028278126
LIMK2,0.047515558
HAUS4,0.0275504
TET3,0.032447581
CNKSR2,0.118022109
MCM5,0.23035483
CARM1,0.011271934
ZNF443,0.078027256
IFT122,0.038640023
PRORSD1P,0.175620899
RAP2A,0.001882461
ZNF664,0.003681007
CREBBP,0.085693733
HDAC1,0.013473965
GLS,0.081419016
CWC27,0.07943127
DNA2,0.207842661
PAFAH2,0.07301835
TOPBP1,0.187111306
BCL7C,0.007291816
RSRP1,0.042091586
AC091729.9,0.115982587
AGBL5,0.04643949
XPO1,0.097180969
ZWINT,0.188274169
NABP2,0.040511839
PXK,0.015830743
CHD1L,0.020266447
FAM3C,0.153104062
LARP7,0.000181616
C10orf12,0.078826366
GAB1,0.172422527
LOC284412,0.512672285
LDHB,0.134186856
RTKN,0.040745132
KPTN,0.079664202
POLA2,0.146715973
MCL1,0.009444768
ZNF669,0.057321565
CDCA2,0.130682393
CMTM1,0.254166415
POLI,0.042993985
SLC39A1,0.0695075
PRIMPOL,0.038384955
TMEM191B,0.065947433
UBR7,0.104749343
MYO18A,0.056826529
KRIT1,0.000997936
CHURC1-FNTB,0.00612915
MTMR7,0.011313706
PSRC1,0.034542307
MAPK12,0.060457958
RILPL1,0.000841995
MIER3,0.015921584
LOC441666,0.146032509
GNRHR2,0.021457881
TMUB1,0.115986519
LMNB1,0.241183869
PARP1,0.110202584
RPRD2,0.005878051
WDFY3,0.029705472
GIT1,0.010426062
CHFR,0.033279377
C9orf172,0.042298836
LOC101927720,0.057090138
DIP2B,0.043603512
MASTL,0.139848191
CREBL2,0.033280754
SUV420H2,0.074555548
LOC100289561,0.263666174
FAM92A1,0.140621802
GMEB1,0.005912313
RPL10,0.038333239
AMT,0.559965264
FBXL14,0.101180486
RPL22,0.006074696
USP49,0.079059304
CTDSP1,0.015412946
CHCHD3,0.059168035
MED4,0.01516585
SYMPK,0.059235726
ACD,0.022684468
ITSN2,0.013837604
ENPP4,0.172897994
CMTM7,0.125119369
WDR54,0.065015916
GSDMB,0.306099645
INE1,0.345704685
CHCHD6,0.046131971
PSME1,0.008004199
SPPL3,0.014655647
AKR7A2,0.002642127
CHMP4A,0.006521111
ZNF155,0.134220601
TSKU,0.035475341
DOCK7,0.105041575
GOLGA6L5P,0.308240712
PTEN,0.051859259
LRTOMT,0.048440483
IPO5,0.054129577
ATL3,0.015928004
SMG1,0.059112356
RFWD2,0.001098661
PMPCB,0.015498635
PDLIM7,0.121486838
FAM133B,0.127054588
NIPAL3,0.007125267
DERA,0.027418719
SAAL1,0.082824277
TWISTNB,0.0273018
CYP20A1,0.020087971
TMEM101,0.05221024
DOC2A,0.055254666
WNT10B,0.330631199
HLA-C,0.369507561
AGPAT5,0.122497809
IL17RB,0.229930763
SAMD1,0.10581475
STK38L,0.040362535
FANCG,0.078555166
CHMP5,0.002560431
BTNL9,0.297225671
SLC35B3,0.015836191
SSH1,0.036378966
WDR19,0.024226907
PPA2,0.009504258
CTCF,0.005273009
PMS2P4,0.006988707
PI4K2B,0.03325804
CR2,0.648100172
FRG1,0.008118283
PHF10,0.005909056
FIP1L1,0.000461089
DISP1,0.083392458
MAF1,0.005167814
PPWD1,0.052292788
STK3,0.006434139
CMPK2,0.258206203
BMPR1A,0.061868401
CDCA7,0.105538685
ZSCAN25,0.036524618
ASB8,0.001896258
USP45,0.078793263
SLC9A1,0.012347927
LCOR,0.021112575
ZNF570,0.020494156
CLTCL1,0.109241652
GOLT1B,0.028244143
WBP4,0.041247222
LOXL1,0.158792167
HMMR,0.04804935
DOCK9,0.11914174
ZNF430,0.091998937
ANKRD12,0.018427938
RBM19,0.115734113
MKRN1,0.012170473
SPAG1,0.025309287
POC5,0.040066384
ZNF169,0.108243572
C12orf49,0.05340382
MAP3K12,0.204491257
PYGO1,0.011375228
DNAH14,0.0082992
RUSC1-AS1,0.133767957
RP11-421L21.3,0.005898026
MAD2L2,0.005593941
ZNF383,0.093584538
ASF1B,0.285405529
KNSTRN,0.019653674
USP38,0.01667385
ZRANB1,0.054272887
ZNF224,0.205327681
ZNF596,0.095221777
EPHB4,0.089738813
ATXN2,0.001569734
FDXACB1,0.20417437
KLHDC2,0.018262612
UHMK1,0.016191202
SRRM5,0.008020829
UFC1,0.019387039
CUL9,0.243235211
MAP3K1,0.05031274
MCM4,0.355895681
ARL14EP,0.043388692
MDN1,0.06194664
ETNK1,0.035228989
NDUFS2,0.008204278
ZNF695,0.090970518
KLK15,0.267250062
PRR13,0.013586698
FUZ,0.080415025
ZC2HC1A,0.118387959
TBC1D31,0.027508063
TPP2,0.190209135
KIAA0907,0.095232177
WDR92,0.020640476
CEP192,0.031928906
THBS1,0.59327054
IAH1,0.015582889
MERTK,0.130676014
PSMD9,0.002284158
ATG4C,0.012302159
CNST,0.054279981
LMTK2,0.040882308
GLIPR1,0.047194569
LMBRD1,0.018874136
TPI1,0.04890292
FAM161A,0.018258842
ZNF234,0.089910236
NRN1,0.012395921
UBXN2B,0.009647035
PRKAB1,0.112342466
KIAA0020,0.097491123
ATP5G2,0.001901651
SMAD4,0.001337246
MEN1,0.017333527
THBS3,0.333359342
SLC12A9,0.15975379
AHI1,0.140412393
PHF6,0.04869415
GALNT11,0.076977725
FANCI,0.144959621
SFSWAP,0.000366039
REV1,0.006858227
DCAF15,0.226173573
PTPN11,0.00403418
FAM46C,0.401429063
ZC4H2,0.039352464
SPRTN,0.022271458
C7orf55-LUC7L2,0.059843417
ZC3H8,0.122052994
ZNF397,0.130515302
H2AFZ,0.034745945
KIF20A,0.028000561
FOXM1,0.184327615
DNAJB14,0.008592854
SCXB,0.571487881
TMA16,0.011850257
FZD5,0.160923872
NPC2,0.050003818
NASP,0.230617191
DR1,0.007892403
TYRO3,0.122332631
MRPS14,0.001512095
IQCB1,0.09090842
RPL21P28,0.045167973
EED,0.010795974
INO80B-WBP1,0.725074143
FIGNL1,0.260125051
CCDC23,0.258069455
SH2B2,0.072841425
PLXNA3,0.505104954
SUCLG1,0.00346858
TRNAU1AP,0.044874407
C16orf93,0.189462116
LOC646278,0.07239974
ANKRD42,0.00074063
USP47,0.027452255
SHMT2,0.184488054
MOGS,0.043076098
GBA,0.005520428
SPRN,0.173128742
CHD7,0.076677864
KRAS,0.116916802
MKLN1,0.017137203
LOH12CR1,0.21908258
BUD31,0.119527448
LINC01011,0.134839373
FDFT1,0.188415184
MTX3,0.045610348
SS18,0.003177038
TES,0.277121238
DDX50,0.009211728
ODF2,0.067456729
RHOF,0.045967842
B9D2,0.065453868
LOC730101,0.13853516
HNRNPAB,0.086131043
CSNK2A2,0.015021131
EFCAB2,0.115171847
AKAP17A,0.054377036
RSBN1L,0.009840868
RRM1,0.21251087
DNAJC24,0.176277277
C15orf62,0.172339521
TMEM64,0.228315359
SLC25A24,0.007525258
DENND6B,0.243229817
DCUN1D2,0.159674808
SMG7,0.014432585
RBM41,0.117535996
HEATR1,0.035916893
NBPF25P,0.092340262
BCAP29,0.00373852
TOR3A,0.060277153
DNAJC2,0.001717527
AHCYL2,0.027851136
ZNF607,0.102429663
SSBP4,0.010183319
LENG8,0.386802336
LOC101927151,0.015342472
KDSR,0.0178946
MSANTD2,0.105182852
RDM1,0.013269306
GPKOW,0.008769548
PCNX,0.006394619
PIH1D1,0.03500648
HJURP,0.157048548
KLHL42,0.001760058
PXN-AS1,0.028120218
RFX1,0.030715467
ALOXE3,0.197920704
CCNA2,0.41793818
UBAP2,0.018334089
FADS1,0.051917086
XRCC4,0.008801353
RIPK1,0.08318492
ZNF799,0.047335642
CCDC25,2.74E-05
SNORD17,0.61794676
ISG15,0.126152927
PINK1,0.029045122
WBP11,0.145537478
PRDM10,0.092481843
MPHOSPH10,0.129787155
CPSF6,0.076547439
GEMIN2,0.04995554
PIP5K1A,0.058826805
ACBD3,0.021729959
NFYC-AS1,0.095969621
TTF2,0.358495552
FBXL4,0.08893157
AIMP1,0.000219227
C11orf30,0.030134213
TWF1,0.000704455
ELOVL6,0.221519584
TRAF7,0.06205239
ZNF33A,0.005220643
NAPA,0.006710967
FAM47E-STBD1,0.133059803
FAM221A,0.249218313
ZNF574,0.051532697
RPL18,0.050607003
GPR108,0.061156173
BUB1B,0.245397407
WDHD1,0.23608154
PYCR2,0.00393061
DDX26B,0.090460951
TPCN2,0.201951912
DHRS3,0.29275321
PRR14L,0.060892082
FOXK1,0.016333985
OTUD3,0.179833066
TMEM106B,0.064672035
ARGLU1,0.183773481
ZNF138,0.100462281
IL10RB,0.014289379
CD9,0.135331032
CNOT3,0.007453649
OARD1,0.069283873
RNF207,0.499504152
ELF2,0.007676563
PPHLN1,0.037551769
PITPNB,0.023758355
ZNF395,0.144918654
DOCK1,0.031421476
LINC00963,0.15123048
SH3BP5-AS1,0.172112392
ARL1,0.067187887
ATM,0.04852392
PRKCA,0.229977592
RNF125,0.168814657
ANKRD28,0.020111119
SERTAD1,0.113146635
WSB1,0.063772791
CAMKMT,0.087145201
PHLDA2,0.22265133
HSPA9,0.098945365
TPCN1,0.268136235
EIF2D,0.199721617
CNOT4,0.047896688
SPRYD7,0.061856401
CRAT,0.113671055
SLC3A2,0.289374577
ZFAND2A,0.149498544
AP1AR,0.000608038
ENKD1,0.090204819
CENPQ,0.14153092
ZSWIM6,0.026729946
PNPT1,0.177166231
METTL2B,0.038848233
LOC100129148,0.180571599
GTPBP3,0.216460721
PCBP2,0.008869454
RAB5B,0.005100107
DTNBP1,0.08631716
BAZ1A,0.023524302
EXOC6,0.048131258
PRRT3,0.23789028
BCL7B,0.012835363
HERC1,0.038118316
HADHA,0.001599784
TOM1L1,0.006299535
TRA2B,0.019352052
NBEAL1,0.153280634
APIP,0.09550465
MCRS1,0.009473755
PCDHB11,0.344215504
FAF1,0.009771653
PPP3R1,0.089944671
GIGYF2,0.037974314
TTC39B,0.509544417
SMN1,0.003539458
TBC1D3F,0.368782398
TGS1,0.015972887
KDM6B,0.27838168
PPIH,0.132670342
ZNF140,0.265993033
C10orf32-ASMT,0.737436831
EXOSC9,0.186184516
DAAM1,0.096489369
DIRAS1,0.015686307
ZNF431,0.165152815
ATP13A2,0.020379223
SCAPER,0.073887412
RC3H2,0.114661188
ZNF611,0.174848535
PMS1,0.026188406
CBWD2,0.064771744
HSD17B12,0.014798662
SLBP,0.144959101
NSMCE4A,0.009604886
CYB5R2,0.043073471
SP4,0.0238472
LAT,0.678719237
MYO1B,0.067306191
TAF6,0.028800745
RPL11,0.039004796
CD3EAP,0.239173987
HNRNPH1,0.056137899
POT1,0.028470263
SMAD7,0.126153784
FUBP3,0.037630316
TMPPE,0.155170807
TMEM91,0.494845308
PITPNM2,0.196142648
HTR7P1,0.063224808
GAS6-AS1,0.391662039
USP30,0.02467402
CEBPB,0.535522343
FKBP14,0.086816412
TEAD1,0.053116739
TLK2,0.066596824
EXOC1,0.010770492
ZNF316,0.065586937
AHCTF1P1,0.124954567
DSCC1,0.229282445
DTX3L,0.016825177
CDKN2AIPNL,0.019171062
ANKRD49,0.07338966
LEPROT,0.048102898
WDR83,0.031506168
RPA3,0.195304121
RSBN1L-AS1,0.091525066
LOC90246,0.045199407
C2CD3,0.032458336
API5,0.013124925
RPGRIP1L,0.053630852
KLF6,0.357652651
DOCK6,0.060694419
TIPARP,0.118008158
BACE1,0.021059398
COX10-AS1,0.129041088
MCMBP,0.112158532
YWHAH,0.066284195
ZCCHC11,0.066304877
GTPBP2,0.639681056
CANX,0.210660559
XPR1,0.043125361
ARMC9,0.006045682
ZNF829,0.031892331
CTSA,0.102250072
EFCAB11,0.009923555
GCC1,0.246751853
DCTN2,0.017230905
ATG4D,0.01498668
ANKRD36BP1,0.244502078
CUL7,0.088368911
CDYL,0.132162072
ARRDC4,0.359127758
PKD2,0.076402708
CHMP3,0.000951937
SUV39H2,0.128672482
CWC25,0.039300421
RNASEH2B,0.027808788
IL18BP,0.412595992
KCTD13,0.183822322
PARD3B,0.37287109
CLK2,0.385762782
AGO4,0.135427825
ZNF396,0.260337624
RCC2,0.058509316
FRS3,0.072336966
RAP1GAP,0.58338869
CTDSPL2,0.045905902
LIN52,0.104643896
RGS12,0.154515104
KRTAP5-1,0.604494438
IKBKE,0.254816892
TRPV1,0.125967167
ZNF12,0.091980793
SUZ12P1,0.080433658
ORC3,0.112035728
ZNF223,0.148647329
ZBTB2,0.009472086
SUOX,0.232224605
ZNF641,0.245731057
SRP14-AS1,0.144911958
TRAPPC12,0.061123472
IPP,0.000243091
ACBD6,0.100950402
YAF2,0.01117633
NDUFB2,0.072860315
XPO4,0.120101838
C17orf85,0.051169229
IQCE,0.130727523
PRKRIP1,0.07874394
FNBP1L,0.132924713
CEP164,0.173851717
TFDP2,0.106965202
TOP3A,0.122975724
PIGZ,0.342830111
DNAJC10,0.036818164
C7orf63,0.235504569
HK2,0.256322086
SNHG12,0.296101191
MVD,0.427386918
ZNF76,0.049630582
CHST15,0.342758022
C1orf56,0.025079833
UFM1,0.014600604
ORC6,0.244274551
C17orf59,0.134430208
SLX4IP,0.026015159
IQCK,0.112504637
ZNF506,0.118065665
INPPL1,0.166374712
MAP2K6,0.096907782
ACVR1B,0.210601148
POLR2J,0.021476123
DGUOK,0.022258741
