gene,GSE55030_p_val,GSE71797_fc_1,GSE71797_fc_2,GSE82223_fc_1,GSE86532_fc_1,GSE92574_fc_1,GSE110903_fc_1
PTGES2,0,1.595777882,0.836521056,0,0,0.977135984,0.550827625
CIZ1,0,4.001992578,0.998952799,0,0.018940489,0,1.189353657
GOLGA2,0,1.342334222,1.131848843,0,0.159871607,0,2.616920358
TRUB2,0,1.901208446,0.660090061,0,0,0,0.491681
WDR34,0,0.468570208,1.988150752,0,0.39300696,0,0.342121089
HMGA1P4,0,0,0,0,0,0,0.026761128
ZDHHC12,0,0.991675224,0.90644489,0,0,1.897718101,0.444109303
ZER1,0,1.676299861,0.599746188,0,0,0,1.124005061
C9orf114,0,0.350062011,2.493673231,0,0.023892537,0,0.807197418
CCBL1,0,0,0,0,0.035473119,0,0.508728943
DOLK,0,0.83231279,0.773895765,0,0,0,0.965559887
SH3GLB2,0,1.218169378,0.393045238,0,0,0,0.762195245
CRAT,0,0.423986425,0.930346527,0,0.113671055,0,0.427364772
IER5L,0,0,0,0,0.190585141,0,0.064843283
ASB6,0,0,0,0,0,0,0.948721115
PTGES,0,0,0,0,0.100797539,0,44.61405543
TOR1A,0,1.155497467,1.116954172,0,0,0,1.329948681
C9orf78,0,2.461607266,0.89862935,0,0,0,1.272546444
FNBP1,0,0,0,0,0.030927175,0,1.235778489
FIBCD1,0,0,0,0,0.000274606,0,8.476862886
FAM78A,0,0,0,0,0,0,0.111466266
RP11-334J6.6,0,0,0,0,0,0,2.378740517
UCK1,0,1.384649425,0.909377801,0,0,0,0.761566431
RAPGEF1,0,4.334021297,0.884139229,0,0.243076554,0,0.97012123
MED27,0,0,0,0,0.050135631,0,1.068455859
SETX,0,1.857816307,0.854491991,0,0.680349557,0,1.148133792
TTF1,0,0,0,0,0,0,0.811833847
DDX31,0,0,0,0,0,0,1.409191359
AK8,0,0,0,0,0,0,0.125906746
TSC1,0,1.50681601,0.502766719,0,0,0,1.132782491
RALGDS,0,0.568123385,0.277795805,0,0,0,1.008646789
SURF6,0,2.408471145,0.492431717,0,0,0,0.514716856
MED22,0,1.733182817,1.069079317,0,0,0,1.159216708
SURF1,0,2.444034662,0.601080166,0,0,0,0.601099109
SURF4,0,2.167745453,0.873904668,0,0,0.865049362,2.397860866
REXO4,0,1.69103652,1.05519862,0,0,0,1.099787227
SLC2A6,0,0,0,0,0,0,0.602507561
VAV2,0,1.069717922,0.59648359,0,0,0,4.758413219
BRD3,0,0,0,0,0,0,1.723002934
PPP1R26-AS1,0,0,0,0,0,0,0.724403768
C9orf116,0,0,0,0,0,0,0.208893227
CAMSAP1,0,2.294277925,0.788813436,0,0,0,1.093887815
UBAC1,0,1.485471299,1.229398726,0,0.102115254,0,0.638010085
NACC2,0,0,0,0,0,0,1.309953646
C9orf69,0,1.933559826,0.894896351,0,0,0,0.950087237
LHX3,0,0,0,0,0,0,62001683.34
QSOX2,0,0,0,0,0,0,1.441340094
DNLZ,0,2.511356422,0.364081492,0,0,0,0.721166225
SNAPC4,0,0,0,0,0,0,0.571620221
SDCCAG3,0,4.326589903,0.784178532,0,0,0,0.805711327
INPP5E,0,0,0,0,0.18381285,0,1.107301227
SEC16A,0,1.17426356,0.887204827,0,0,0,3.812822812
NOTCH1,0,0,0,0,0,0,0.20162583
AGPAT2,0,2.589892982,0.358009177,0,0,0,0.354363165
SNHG7,0,1.095909607,2.279499181,1.997550497,0.04227551,0,2.876301707
CCDC183-AS1,0,0,0,0,0,0,3.778549314
EDF1,0,1.154636919,0.663009033,0,0,0,0.714763227
FBXW5,0,1.787664381,0.671630236,0,0,0.533153519,1.818659351
ABCA2,0,0.487863403,0.467892744,0,0.80671777,0,0.998090908
NPDC1,0,0.208099008,1.121387943,0,0.739684913,0,6.472065398
ENTPD2,0,0,0,0,0.151951581,0,2.728351959
SAPCD2,0,0,0,0,0.934279716,0,3.688062967
MAN1B1-AS1,0,0,0,0,0,0,0.180396429
DPP7,0,0.292754735,0.990613083,0,0.038726427,0,0.823517189
LRRC26,0,0,0,0,0,0,4.437530816
TMEM210,0,0,0,0,0,0,1.958737952
ANAPC2,0,1.254856164,0.593194639,0,0,0,0.873681654
TPRN,0,0,0,0,0,0,2.364915767
TMEM203,0,1.884981904,0.980434976,0,0,0.547395341,0.891322346
RNF208,0,0,0,0,0,0,0.80479636
FAM166A,0,0,0,0,0,0,0.291449671
C9orf173-AS1,0,0,0,0,0,0,0.080491726
NRARP,0,0,0,0,0.969987155,0,1.458451262
EXD3,0,0,0,0,0.179576304,0,0.945563758
NSMF,0,6.385278366,0.340271289,0,0,0,0.684517362
PNPLA7,0,0,0,0,0,0,2.534523956
DPH7,0,0,0,0,0,0,0.789613625
ZMYND19,0,1.497125853,1.206211228,0,0,0,1.226359172
ARRDC1-AS1,0,0,0,0,0,0,0.724679269
ZMYND11,0,0.841415157,0.841840281,0,0.069828187,0,0.81427591
GTPBP4,0,2.463508377,0.748562097,0,0,0,0.552551645
WDR37,0,0,0,0,0,0,1.461526664
PFKP,0,39.61484643,0.19342453,0,0,0,0.58857236
AKR1E2,0,0,0,0,0,0,102994531.2
AKR1C3,0,0,0,0,0.021879073,0,23.23740672
NET1,0,0.155106168,2.92756627,0,0.1723683,0.317664069,1.476535931
FAM208B,0,1.07565686,1.100712777,0,0.013667711,0,0.433036064
RP11-318E3.9,0,0,0,0,0,0,0.161428328
FBXO18,0,1.791909019,0.50502023,0,0,0,1.179062317
RBM17,0,1.01453422,1.452094067,0,0.124722919,0,0.885437046
PFKFB3,0,0,0,0,0.018240051,0,2.11224484
ATP5C1,0,0.447340644,1.175513745,0,0,0,0.666240551
TAF3,0,0,0,0,0.103617842,0,0.837415856
ECHDC3,0,2.67E-07,0.235427913,0,0,0,0.29345896
PROSER2,0,0,0,0,0,0,0.354797795
DHTKD1,0,0,0,0,0.015601841,0,2.065054399
SEC61A2,0,0,0,0,0,0,0.639165938
CDC123,0,1.019854576,0.868669541,0,0,0,0.578574196
CAMK1D,0,0,0,0,0,0,2.276139643
OPTN,0,63.41435184,0.103873676,0,0,0,0.483571256
MCM10,0,0,0,0,0.423562087,0,0.13103669
PRPF18,0,1.981235717,0.644728004,0,0,0,0.858517915
RP11-295P9.3,0,0,0,0,0,0,0.964475349
RP11-353M9.1,0,0,0,0,0,0,24.14929809
HSPA14,0,0.471885184,1.116776992,0,0,0,0.465278485
SUV39H2,0,0,0,0,0.128672482,0,0.784463004
RPP38,0,1.195062716,0.62779426,0,0,0,0.430697223
PTER,0,1.030033556,0.528935319,0,0,0,0.30117993
VIM,0,151.5318316,0.438839817,0,0,0,0.004828978
ST8SIA6-AS1,0,0,0,0.12261731,0,0,0.192921537
STAM,0,1.429852901,0.81774008,0,0,0,0.787409381
ARL5B,0,0.353681479,1.441444093,0,0.021856807,0,0.917654219
PLXDC2,0,0,0,0,0.062703778,0,0.002270994
NEBL-AS1,0,0,0,0,0,0,0.067851841
MLLT10,0,0.810188374,1.789555517,0,0.009039398,0,0.939502416
COMMD3,0,0.935714466,0.930645669,0,0.00155698,0,0.300621222
BMI1,0,1.154588592,0.878353311,0,0.327398496,0,0.647240528
MSRB2,0,0.917798387,0.514199771,0,0,0,0.239333402
YWHAZP3,0,0,0,0,0,0,1.255897463
OTUD1,0,0,0,0,0.641878433,0,0.34840655
KIAA1217,0,0,0,0,0,0,1.812350879
THNSL1,0,0.436014126,0.583245147,0,0,0,0.096339245
GPR158,0,0,0,0,0,0,0.371466748
PDSS1,0,0,0,0,0.692922757,0,0.60786928
MASTL,0,0,0,0,0.139848191,0,0.339005838
RAB18,0,0.913600278,0.55624017,0,0,0.628851296,0.625126605
WAC,0,1.231858888,1.022457204,0,0.076102518,0,1.267528682
BAMBI,0,0,0,0,0,2.001922978,0.450529335
SVIL-AS1,0,0,0,0,0,0,1.741714815
MAP3K8,0,0,0,0,0,0,0.256675069
PARD3-AS1,0,0,0,0,0,0,0.104539106
CREM,0,2.197920821,1.074836119,0,0,0,0.691522294
CCNY,0,1.789969008,0.902288002,0,0.877045093,0,0.658521375
RP11-162G10.5,0,0,0,0.03243099,0,0,0.043553648
ZNF33A,0,0.319402018,0.877815016,0,0.005220643,0,0.674307485
ZNF37A,0,0,0,0,0.129409782,0,0.499821083
HSD17B7P2,0,0,0,0,0,0,0.116172934
RP11-291L22.7,0,0,0,0,0,0,0.729133464
RP11-291L22.6,0,0,0,0,0,0,0.691189475
LINC00839,0,0,0,3.57E-09,0,0,1.04E-09
BMS1,0,2.352868817,1.008190442,0,0,0,0.627344256
RET,0,0,0,0,0,0,0.654741113
CSGALNACT2,0,2.555145476,1.211907217,0,0,0,0.725846971
RP11-517P14.2,0,0,0,0,0,0,2.722982993
ZNF487,0,0,0,0,0,0,0.578954999
ZNF485,0,0,0,0,0,0,0.299352235
RASSF4,0,0,0,0,0,0,0.12188854
ZNF22,0,0,0,0,0.031691155,0,371.671752
ALOX5,0,0,0,0,0,0,35.16643681
FAM21C,0,3.989732327,0.739712687,0,0,1.07278387,0.92383559
TIMM23,0,3.255903416,0.969312636,0,0,0,0.657700263
BMS1P1,0,0,0,0,0,0,0.369337139
CTGLF8P,0,0,0,0,0,0,0.43822869
PTPN20,0,0,0,0,0,0,0.17192767
RHEBP2,0,0,0,0,0,0,0.186009055
MAPK8,0,1.246944208,1.147766499,0,0.073830633,0,0.744170068
RP11-123B3.2,0,0,0,0,0,0,1.487858915
TIMM23B,0,0,0,0,0,0,1.495636669
AGAP6,0,0,0,0,0,0,0.896205164
FAM21A,0,3.34015142,0.816878093,0,0,0.642733607,1.092273112
DYNC1I2P1,0,0,0,0,0,0,0.761291152
SGMS1-AS1,0,0,0,0,0,0,0.414777729
ASAH2B,0,0,0,0,0.082693135,0,0.805429248
PRKG1,0,0,0,0,0.000620942,0,1.476142348
DKK1,0,0,0,0,0.010261907,0,1
CISD1,0,0.797052806,2.475450294,0,0.309787137,0,0.360190772
UBE2D1,0,2.297174789,0.960733565,0,0,0,0.183785973
TFAM,0,2.192441018,0.518793328,0,0,0,0.581077603
BICC1,0,0,0,0,0,0,853.3480341
LINC00844,0,0,0,4.335858747,0,0,4.908048574
PHYHIPL,0,0,0,0,0.003368788,0,680.5004866
RP11-131N11.4,0,0,0,0.036001107,0,0,0.088642419
CDK1,0,0,0,0,0,0,0.260406187
ARID5B,0,1.41863011,1.310742829,0,0.073182518,0,1.946865972
ADO,0,2.364937959,0.828644903,0,0,0,0.51751557
NRBF2,0,6.308580011,0.813869443,0,0,0,0.6867595
JMJD1C-AS1,0,0,0,0,0,0,7.228131229
REEP3,0,2.609173601,0.58037221,0,0,0,0.531670673
RP11-170M17.1,0,0,0,0.366412227,0,0,0.57064062
LRRTM3,0,0,0,0,0,0,0.02528154
SIRT1,0,1.35061139,0.995203837,0,0.150019109,0,0.647164974
HNRNPH3,0,0,0,0,0.002239162,0,1.068015693
TET1,0,0,0,0,0,0,0.641922707
COX20P1,0,0,0,0,0,0,0.068554303
CCAR1,0,1.248527707,0.492634636,0,0,0,0.599070057
STOX1,0,0,0,0,0,0,0.034843298
DDX50,0,1.887092364,1.479646476,0,0.009211728,0,0.487560782
DDX21,0,2.755592228,1.453998507,0,0,0,0.568562478
KIF1BP,0,0,0,0,0,0,0.692085239
VPS26A,0,1.79678945,0.927945419,0,0,0,0.640223946
SUPV3L1,0,2.185298798,1.340349272,0,0.535300034,0,0.44933676
HK1,0,3.441381088,1.369080958,0,0,0,2.334879111
TSPAN15,0,0.67383272,0.495903265,0,0,0,1.258105881
C10orf35,0,0,0,0,0,0,0.563303302
H2AFY2,0,0.026011969,0.223281077,0,0,0,0.508404245
CALM2P2,0,0,0,0,0,0,1.224540826
EIF4EBP2,0,0.49090163,0.667067274,0,0.614734606,0,0.689639715
SGPL1,0,1.677821149,0.708090867,0,0,0,0.875611521
UNC5B,0,0,0,0,0,0,1.663626411
SLC29A3,0,0,0,0,0,0,0.679106658
RP11-327E2.5,0,0,0,0,0,0,0.887905884
CHST3,0,0,0,0,0.486804338,0,9.129723975
ANAPC16,0,2.464705783,1.2935729,0,0.132853278,0,1.498621655
DDIT4,0,3.501731374,3.300253222,0,0,0,0.764288994
MCU,0,2.682263166,0.628385326,0,0,0,0.37618473
NUDT13,0,0,0,0,0,0,0.46441244
FAM149B1,0,1.708719855,0.926155802,0,0.085666119,0,0.82287578
RP11-152N13.5,0,0,0,0.224114645,0,0,0.209221775
RP11-464F9.20,0,0,0,0.012547,0,0,0.0711516
RP11-464F9.22,0,0,0,0,0,0,0.02586236
GLUD1P3,0,0,0,0,0,0,1.223282273
DUSP8P5,0,0,0,0,0,0,1.331627729
SEC24C,0,3.098600424,0.822472288,0,0,0,2.08891336
FUT11,0,1.764547481,0.998881081,0,0.91919624,0,1.354839555
CHCHD1,0,2.561821043,0.654882852,0,0,0,0.819195501
ZSWIM8,0,2.329072767,0.805895861,0,0.43388937,0,2.332132968
VCL,0,4.443777828,0.875527124,0,0,0,0.296974488
ADK,0,1.510802145,0.895433747,0,0,0,0.244589571
KAT6B,0,0,0,0,0.967846969,0,2.465870975
SAMD8,0,3.553903276,0.550726255,0,0,0,1.032188773
VDAC2,0,1.741446312,1.222671431,0,0,0,0.649694073
ZNF503-AS2,0,0,0,0,0.025477586,0,0.103785606
DLG5-AS1,0,0,0,0,0,0,0.63760249
RPS24,0,2.413835358,0.860077686,0,0,0.981734441,0.712093417
ZMIZ1,0,0,0,0,0,0,0.292261196
PPIF,0,3.137427836,0.936776514,0,0,0,0.317164962
EIF5AL1,0,0,0,0,0.017001259,1.022114086,1.22603282
RP11-182L21.6,0,0,0,0,0,0,0.45504781
MBL1P,0,0,0,0,0,0,0.06483506
TMEM254,0,1.075882337,1.062799394,0,0.936176946,0,1.312161761
FAM213A,0,0.056857603,9.161452639,0,0.004484836,0,18.47843748
TSPAN14,0,2.090935496,0.464131883,0,0,0,2.889377024
GHITM,0,1.698955092,1.276543336,0,0,1.930906785,0.38641636
LINC00858,0,0,0,0,0,0,8.247777537
CCSER2,0,4.254537709,1.367874939,0,0.045484176,0,1.459972936
RPS3AP5,0,0,0,0,0,0,0.700322064
BMPR1A,0,1.70296051,1.276344982,0,0.061868401,0,1.699816188
SNCG,0,0,0,0,0.048091355,0,33.92105403
ADIRF,0,0,0,0,0.019194529,0,5905.925335
BMS1P3,0,0,0,0,0,0,188737904.5
FAM35A,0,1.4354417,1.865482676,0,0.181758718,0,1.299440665
MINPP1,0,2.720049386,1.603719139,0,0.938413359,0,1.33101202
PAPSS2,0,0,0,0,0,0,60.02978805
PTEN,0,1.632906427,1.374574372,0,0.051859259,0,1.010465584
STAMBPL1,0,0,0,0,0.039180053,0,1.495095429
FAS,0,4.364866482,0.683660989,0,0,0,3.96117186
RP11-149I23.3,0,0,0,0,0,0,71.58736562
IFIT2,0,0,0,0,0,0,0.488279969
IFIT5,0,0,0,0,0,0,0.655242282
KIF20B,0,0,0,0,0,0,0.477102739
RPP30,0,2.983973483,1.094283546,0,0,0,0.58790474
PCGF5,0,4.970005946,1.020038658,0,0,0,0.548906592
HECTD2,0,0.69781868,0.464479483,0,0.296135274,0,0.41721281
TNKS2,0,1.933907482,0.769934136,0,0.703971739,0,0.834182422
BTAF1,0,2.424202509,0.984518874,0,0,0,1.042580901
NHP2P1,0,0,0,0,0,0,0.099705769
Mar-05,0,1.060310779,0.979436167,0,0,0,1.514618092
KIF11,0,0,0,0,0.096382645,0,0.91083852
EXOC6,0,0,0,0,0.048131258,0,2.700528543
CEP55,0,0,0,0,0.208378689,0,0.5529534
LGI1,0,0,0,0,0,0,366885989.1
SLC35G1,0,0,0,0,0,0,0.578050478
TBC1D12,0,0,0,0,0.001260012,0,1.415788464
HELLS,0,0,0,0,0.035090603,0,0.208214941
RP11-119K6.6,0,0,0,0,0,0,0.274003713
CYP2C19,0,0,0,0,0,0,9.25E-09
CYP2C9,0,0,0,0,0,0,1.24E-09
CCNJ,0,0,0,0,0.001469837,0,21.09655016
ZNF518A,0,0.629460378,1.381892861,0.422083234,0.025924405,0,0.70034511
RPL13AP5,0,0,0,0,0,0,0.846876302
LCOR,0,0.785887948,1.395341583,0,0.021112575,0,1.088801443
C10orf12,0,0,0,0,0.078826366,0,0.713599614
RP11-175O19.4,0,0,0,0,0,0,0.795929083
FRAT1,0,0,0,0,0,0,1.379836562
PGAM1,0,2.72824759,0.675342436,0,0,0,0.29666352
ZDHHC16,0,3.123245536,0.807173437,0,0,0,1.518672571
UBTD1,0,30.99809906,0.148567862,0,0,0,0.204371041
HOGA1,0,0,0,0,0,0,0.003326147
PI4K2A,0,7.051801253,0.440458604,0,0,0,0.585567431
MARVELD1,0,8.349202578,0.243151625,0,0,0.264417412,0.562672847
ZFYVE27,0,2.895203425,0.55855662,0,0,0,0.542766157
R3HCC1L,0,1.875952262,1.073221641,0,0.114152276,0,0.69661783
CNNM1,0,0,0,0,0.001734515,0,6.139614722
RP11-441O15.3,0,0,0,0,0,0,0.910003539
ENTPD7,0,1.972139495,2.679495449,0,0.188539829,0,2.784654105
CUTC,0,0,0,0,0.012052635,0,0.895134212
SCD,0,0.245091968,6.229220253,0,0,1.742830134,1.474930605
OLMALINC,0,0,0,0,0,0,4.211557811
HIF1AN,0,0,0,0,0.001563584,0,0.89477763
FAM178A,0,1.25593644,2.428914717,0,0.004748534,2.332646987,1.654369142
SEMA4G,0,0,0,0,0.082362552,0,0.084692942
C10orf2,0,0,0,0,0.023683004,0,0.871589915
LZTS2,0,4.024557682,0.974199856,0,0.850355731,0,1.455200431
SFXN3,0,0.912517273,1.902597808,0,0.041366672,0,0.204654633
KAZALD1,0,0,0,0,0.054920006,0,2.427008207
TLX1,0,0,0,0,0.019047919,0,96.31830608
BTRC,0,2.144633071,1.371131198,0,0.014538557,0,2.323530758
DPCD,0,1.262639943,1.191050043,0,0,0,0.25824515
HPS6,0,2.100293915,0.774860212,0,0,1.615929132,0.444853453
PPRC1,0,0,0,0,0,0,1.019183607
NOLC1,0,1.893189686,1.372199293,0,0,0.661981362,0.988509445
GBF1,0,1.654052762,0.815783658,0,0,0,1.793202409
NFKB2,0,0,0,0,0.315716158,0,0.812794713
FBXL15,0,0,0,0,0.137265976,0,0.880981744
RPARP-AS1,0,0,0,0,0.286357591,0,0.639251068
TMEM180,0,0,0,0,0.024640918,0,1.478721021
RP11-18I14.11,0,0,0,0,0,0,2.631304965
SUFU,0,0,0,0,0,0,1.294424267
TRIM8,0,4.322287283,0.90721726,0,0,0,0.756233519
SFXN2,0,0,0,0,0,0,0.700127218
WBP1L,0,2.503256797,0.740805581,0,0,0,0.715985536
PTGES3P4,0,0,0,0,0,0,1
C10orf32,0,0.821671468,0.587749667,0,0,0,0.906811083
AS3MT,0,0,0,0,0.007615528,0,0.464840921
CNNM2,0,0,0,0,0,0,0.461179714
INA,0,0,0,0,0,0,7746.925859
TAF5,0,0,0,0,0,0,0.521111863
PDCD11,0,6.507389746,0.895477515,0,0,0,0.657906212
NEURL1,0,0,0,0,0.05207082,0,10.55497989
RP11-416N2.3,0,0,0,0,0,0,2.992182154
RP11-416N2.4,0,0,0,0,0,0,1110223.962
SLK,0,1.554141535,1.30997048,0,0.006471604,0.762586348,0.829841299
SFR1,0,0,0,0,0.090848997,0,0.166916371
GSTO1,0,7.607284994,0.893244063,0,0,0,0.335991377
GSTO2,0,0,0,0,7.45E-05,0,0.346792169
ADD3,0,0.695077991,0.428874211,0,0.012322034,0,0.172472239
MXI1,0,1.73010207,0.962910401,0,0.219454919,0,0.114937978
DUSP5,0,0,0,0,0,0,0.413929769
SMC3,0,1.140975745,1.829513775,0,0.112098284,0,0.590072139
PDCD4,0,1.703875753,0.469731331,0,0,0,1.850372145
RP11-348N5.9,0,0,0,0,0,0,1.885805435
RP11-348N5.7,0,0,0,0,0,0,4.63336737
SHOC2,0,1.779081435,0.567441892,0,0,0,0.433778686
ADRA2A,0,0,0,0,0,0,8.566949499
ACSL5,0,0,0,0,0,0,60.71988222
VTI1A,0,2.356720274,0.74294214,0,0,0,0.992969774
RP11-57H14.4,0,0,0,0,0,0,1.407000481
TCF7L2,0,0,0,0,0.236973837,0,2.161413624
CASP7,0,2.689794011,0.823275924,0,0,0,1.502771657
PLEKHS1,0,0,0,0,0,0,1.073913922
NHLRC2,0,1.224507628,1.428804809,0,0.022414968,0,2.570264768
ADRB1,0,0,0,0,0,0,16.80769157
TDRD1,0,0,0,0,0,0,76.09448827
VWA2,0,0,0,0,0,0,3.495885691
CTB-1144G6.5,0,0,0,0,0,0,23.69692397
FAM160B1,0,1.529377714,0.50820698,0,0,0,0.36537546
TRUB1,0,1.378165301,0.774245435,0,0,0,0.203078782
ATRNL1,0,0,0,0,0,0,1.810033047
FAM45A,0,0,0,0,0.014667918,0,0.413639516
BAG3,0,4.901303571,0.355048354,0,0,0,0.325369077
INPP5F,0,0,0,0,0,0,0.813457975
SEC23IP,0,3.009271791,0.639990563,0,0,0,0.527007649
WDR11,0,2.312383302,0.739008427,0,0.235894347,0,0.742515595
TACC2,0,0,0,0,0,0,0.541606491
PLEKHA1,0,1.965853355,0.92957656,0,0.925031571,0,0.357406009
HTRA1,0,0,0,0,0.563252381,0,0.449411386
RP11-564D11.3,0,0,0,0,0,0,0.027146567
PSTK,0,0,0,0,0,0,0.391802803
ACADSB,0,0.852366106,0.339286959,0,0,0,0.178852285
BUB3,0,1.93296382,1.431366757,0,0.690621249,0,0.537994652
LHPP,0,0,0,0,0,0,0.222022476
FAM175B,0,2.45120663,1.615690774,0,0.000581832,0,0.84220169
ZRANB1,0,4.854276786,1.118396827,0,0.054272887,0,1.175665961
EDRF1,0,0,0,0,0,0,0.511042419
BCCIP,0,2.586953463,0.956282693,0,0,0,0.432068485
FANK1,0,0,0,0,0,0,0.152960561
DOCK1,0,1.041354752,1.809221262,0,0.031421476,0,0.693555248
PTPRE,0,0,0,0,0,0,0.098530378
MGMT,0,71.37155305,0.009687598,0,0,0,0.112824849
RP11-109A6.3,0,0,0,0,0,0,5.58E-09
GLRX3,0,5.079408283,1.128916785,0,0,0,0.452593351
PPP2R2D,0,3.821308068,0.505683818,0,0,0,0.923066001
RP11-45A17.2,0,0,0,0,0,0,0.304891642
JAKMIP3,0,0,0,0,0,0,0.52064964
DPYSL4,0,0,0,0,0,0,0.954323012
LRRC27,0,0,0,0,0,0,0.442216038
PWWP2B,0,0,0,0,0,0,0.625636227
C10orf91,0,0,0,0,0,0,6.02E-09
INPP5A,0,4.546019072,0.108031145,0,0,0,1.159539377
ZNF511,0,1.160856879,0.694898939,0,0,1.081825219,0.670098626
PAOX,0,0,0,0,0.706418345,0,0.19612942
MTG1,0,1.319271374,0.767611857,0,0,0,0.512153114
SCART1,0,0,0,0,0,0,0.024498754
CYP2E1,0,0,0,0,0,0,1.544186219
DIP2C,0,0,0,0,0.702072382,0,1.122537714
LARP4B,0,1.007719585,0.839520812,0,0,0,1.812893766
IDI1,0,0.107778819,4.420888409,0,0.448200746,0,3.112344288
ADARB2,0,0,0,0,0,0,120.3377232
PITRM1,0,0.80524863,0.892576564,0,0,0,0.81254222
KLF6,0,3.373923679,3.588857323,0,0.357652651,0,1.321406225
ASB13,0,0,0,0,0.523632426,0,0.51836884
GDI2,0,0.855295017,0.805829347,0,0,0,0.667664819
RP11-318E3.4,0,0,0,0,0,0,0.173220928
ANKRD16,0,0,0,0,0,0,0.413607434
SFMBT2,0,0,0,0,0.035068728,0,2.443986491
KIN,0,0,0,0,0.057885774,0,0.952140942
USP6NL,0,0,0,0,0.332945924,0,1.126206927
UPF2,0,1.003052591,1.081696546,0,0.02162123,0,1.080430296
NUDT5,0,1.627345809,0.835645143,0,0,0,0.700471473
PHYH,0,1.344371165,0.229012796,0,0,0,0.091131928
SEPHS1,0,0.591445455,1.074284565,0,0.733098813,0,0.54972147
BEND7,0,0,0,0,0,0,0.231918916
FRMD4A,0,0,0,0,0,0,41.59203123
FAM107B,0,1.938230397,1.367510008,0,0,0,0.31569882
CDNF,0,0,0,0,0.704599181,0,0.266690925
RP11-398C13.6,0,0,0,0,0,0,0.364432706
DCLRE1C,0,0,0,0,0.011052539,0,0.738672311
ACBD7,0,0,0,0,0.015075299,0,0.400578437
NMT2,0,0,0,0,0,0,0.965228772
FAM171A1,0,0,0,0,0,0,0.277002926
FAM188A,0,0.401077517,0.588749973,0,0,0.528956257,0.727057891
RSU1,0,2.122291398,1.058836689,0,0,0,0.245637231
TRDMT1,0,0,0,0,0,0,1.822596208
RP11-499P20.2,0,0,0,0.267907927,0,0,0.430362554
NSUN6,0,1.672435718,0.402206592,0,0,0,0.474059481
NEBL,0,0.847554972,1.015188591,0,0,0,1.452897168
DNAJC1,0,1.866448953,0.915810391,0,0,0,0.643385212
PIP4K2A,0,0,0,0,0,0,0.196684905
ARHGAP21,0,1.423939366,1.804704297,0,0.041348048,0,0.399627523
ABI1,0,0.550305451,1.429635299,0,0.033324531,0,0.644316367
ANKRD26,0,0,0,0,0.514956986,0,0.404841351
YME1L1,0,1.294938133,1.447354223,0,0.001555502,0,1.754026226
ACBD5,0,0.43207239,2.012177849,0,0.007485213,0,1.867567099
MKX,0,0,0,0,0,0,6490535.24
ARMC4,0,0,0,0,0,0,1.210593799
MPP7,0,0.700796306,0.537280258,0,0.583747679,0,1.27134054
WAC-AS1,0,1.844570353,0.558708485,0.476067361,0,0,0.814216415
SVIL,0,0,0,0,0,0,0.201409678
RP11-305E6.4,0,0,0,0,0,0,2.238149158
MTPAP,0,0.628844465,0.947818434,0,0,0,0.925157931
ZNF438,0,0,0,0,0,0,0.312169741
ZEB1-AS1,0,0,0,0.061719303,0,0,0.052839507
ARHGAP12,0,2.227097251,0.772769371,0,0.27305667,0,1.527794483
KIF5B,0,0.73881902,0.778059116,0,0.060375575,0,1.075210399
RPS4XP11,0,0,0,0,0,0,0.825475011
PPIAP31,0,0,0,0,0,0,0.931484082
EPC1,0,0.630367062,0.502639126,0,0,0,0.843933936
C1DP1,0,0,0,0,0,0,0.740775338
ITGB1,0,3.898588036,0.552478333,0,0,0,0.57023937
NRP1,0,10.35377168,0.09877435,0,0,0,0.178999194
PARD3,0,1.469180281,2.888143614,0,0.006902761,0,7.567048575
CUL2,0,1.612183517,0.834051004,0,0,0,0.608785276
RP11-324I22.4,0,0,0,0,0,0,1.177708488
FZD8,0,0,0,0,0.044622504,0,6.241400547
NAMPTP1,0,0,0,0,0,0,0.711394484
ZNF248,0,0.758122064,0.39555896,0,0,0,0.360711765
ZNF25,0,0,0,0,0,0,0.268828063
RP11-313J2.1,0,0,0,0,0,0,0.219600084
RP11-178A10.3,0,0,0,0,0,0,9.08E-09
ZNF37BP,0,0,0,0,0.159607953,0,0.380552067
ZNF33B,0,0.400204038,0.88674718,0,0,0,0.429865316
RP11-351D16.3,0,0,0,0,0,0,0.106165995
HNRNPF,0,1.148674439,1.220695414,0,0,0,0.826635476
ZNF239,0,0,0,0,0,0,0.184236522
ZNF32,0,2.036607823,0.295618166,0,0,0.687981021,0.217837018
Mar-08,0,0,0,0,0.637164758,0,0.653788032
ZFAND4,0,0,0,0,0.048391353,0,3.691567021
AGAP4,0,0,0,0,0,0,0.581320822
PARGP1,0,0,0,0,0,0,0.487220502
NCOA4,0,1.186439852,1.122065732,0,0.150986131,0.961116718,0.885027569
MSMB,0,0,0,0,0.125291705,0,0.627046782
GPRIN2,0,0,0,0,0,0,1.00694623
RHEBP1,0,0,0,0,0,0,0.390514166
GLUD1P7,0,0,0,0,0,0,0.151475497
AGAP9,0,0,0,0,0.226862737,0,0.394894961
CH17-360D5.3,0,0,0,0,0,0,7600758.202
CTGLF12P,0,0,0,0,0.011849773,0,116.1803144
FRMPD2,0,0,0,0,0,0,0.4672857
ERCC6,0,3.535564532,0.375270961,0,0,0,0.884648675
