gene,fc_1,fc_2
PRPF40A,0.527086426,0.538223885
SNORA18,0.88141404,0.424959402
RARS,0.397965117,1.309254382
HSPE1,3.197133499,6.84306848
ANKZF1,1.403014778,0.796241742
SKP1,0.719658402,1.959620923
CAP1,0.624385525,1.989073725
C17orf90,0.269338156,1.132512136
PABPC4,1.161176852,0.57580156
MFSD10,0.274797027,0.264196168
RPS27A,17.9233419,8.068391558
HSPA4,0.373979329,0.730564991
ZFAND1,1.36025296,1.085650214
RPS24,1.585760592,0.981734441
FLJ46257,0.028429466,0.20187172
RPL27,1.623567443,0.96760657
ATP5G3,0.446544352,0.796724828
FAM188A,0.252210396,0.528956257
APLP2,0.561886751,0.571479333
RBMX,1.871061002,1.280236017
C7orf25,0.557816625,1.812285954
MME,0.002306973,0.522596939
C20orf30,0.38503739,0.796258194
ZNF664,1.075324255,0.602233195
SYF2,4.197934223,1.847525033
ZNF189,0.205750956,0.359885985
JMJD8,0.285693389,1.153169009
C3orf19,0.610502029,0.509294093
C19orf56,1.351774472,2.177935585
RNF187,0.304034452,1.740616789
RPL4,2.30266014,1.469018592
LOC147804,3.038960796,0.509620145
PHB,0.827366858,1.176164832
LOC100270746,0.391115385,0.255325892
HNRPLL,0.485346288,0.546770413
UBXN1,1.569408512,1.135196864
KIAA1143,1.548176382,1.32309559
ATMIN,0.353038417,0.601337098
CECR5,0.685044502,0.681231667
GOLGA8C,1321910.26,1.77025842
EFCAB4A,0.325898064,1.490155104
EIF4A3,0.625982432,0.855941898
C1orf9,0.468637778,1.38706674
CSNK2B,0.543512038,1.211065203
MRPL9,1.277706838,1.344687174
LRP10,0.10851866,0.611812798
ARHGAP5,0.712284843,0.847336912
GABARAPL3,0.150651856,0.442564879
RPL26L1,1.510590138,9.365650055
KIAA0090,0.556486526,0.476301327
LYRM5,0.235028196,0.86028398
PPP1R14B,5.944156923,2.562046745
C7orf36,0.613486271,0.441895325
NME4,15.6638195,0.167614348
LOC100132891,12337820.76,1.652242067
GIGYF1,1.523829917,0.72807594
KDELR1,0.730504003,0.565831505
A2LD1,33.62548729,0.903342272
DCTN2,0.675196771,1.091409333
CSTF2T,0.726063841,2.089260592
BRP44,0.151758478,1.187659139
PAPOLA,1.040969449,0.56019511
CNPY3,0.690441312,0.7539994
HIST1H2AE,8.164047967,4.471070276
SF3B1,0.919349584,0.77352804
IDH3G,0.399017856,1.020278565
BOD1,0.789114377,0.815533775
SNORA4,3.619679649,3.392997279
AHSA1,0.751061805,0.885061978
C19orf53,0.703191634,1.662753813
ATP1A1,0.800348414,1.152306262
KIAA1045,13219093.6,3.540518223
C8orf38,0.452484765,1.147949814
MAPKSP1,0.279211224,0.449157612
SLC35E1,0.254047659,0.251675202
ADCK4,0.58959655,0.762859555
FAM190A,95.64507941,0.354890379
SPINT2,0.313710016,0.704895749
NCRNA00182,0.739563615,0.344217117
KIAA1033,0.603207429,1.184860109
SIP1,0.644142245,1.525223536
DPM3,1.049641067,2.950432411
PHB2,1.63483422,1.226373157
__ambiguous,1.568845698,2.231583791
C3orf37,1.35922273,3.319236461
C21orf70,1.515380338,0.9343036
UHMK1,0.542453539,2.00952115
REXO1L2P,1,1
RAB5B,0.363312626,0.752321403
BEX2,0.808654861,12.41974909
HIST4H4,0.977312623,0.402563322
HIST1H2BG,3.638006708,2.628180574
PPP1R10,0.299712946,0.700153721
CAND1,0.272800367,0.624432334
USP5,0.849944309,2.284059651
FLII,2.149195683,3.417823427
UBA3,0.392108039,0.858626735
TMEM126B,0.348802745,0.982057289
RPN2,0.375228798,0.856356757
FAM162A,0.533050413,2.639473917
TOMM70A,0.585695891,0.828794608
FXC1,0.27729631,0.689164085
YIF1A,0.224565415,0.23616191
LYRM7,1.300083918,1.532965994
FAM190B,0.659678509,0.476151222
HMGCR,0.82898107,1.502165917
TMBIM1,0.314649084,34.03497442
FH,0.569747495,3.667359856
SNORA39,7.796232443,0.792524915
HADHA,1.339610924,1.55599599
CORO1B,0.703786704,0.987676779
CLDN7,0.38837911,3.914379805
RNF167,0.532462068,1.180172965
MAGEA12,0.343141125,485.0485681
C6orf211,0.458734875,0.849557137
SCAMP3,0.595925253,2.736996843
DNTTIP2,0.573104937,0.777901161
__no_feature,0.61357711,0.600017597
MIR1207,4.40656642,0.107288452
__alignment_not_unique,0.633920829,0.641792031
